X,Y_0,Y_1,W,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8
1,,,0.016878788,4,345.34,1,9,,1,4,20460,7
1,,,0.016739826,4,345.51,4,9,,1,1,20640,7
1,,,0.010901032,1,345.53,2,9,,2,2,31697,1
1,,,0.007855584,1,345.63,1,9,,1,3,43998,7
1,,,0.031518826,2,345.73,4,9,,1,3,10969,7
1,,,0.015309276,2,345.76,2,9,,2,3,22585,2
1,,,0.008323029,1,345.98,1,9,,1,3,41569,6
2,,,0.00992257,2,346,1,9,,5,3,34870,3
5,,,0.006986135,4,346.17,1,9,,3,4,49551,3
1,,,0.013984085,5,346.19,3,7,,4,3,24756,3
1,,,0.042281387,2,346.2,4,5,,1,1,8188,7
2,,,0.014134961,5,346.25,3,6,,1,2,24496,7
5,,,0.005759047,4,346.28,1,9,,2,4,60128,1
3,,,0.010620726,3,346.31,3,5,,2,2,32607,4
2,,,0.02486151,5,346.47,3,5,,1,1,13936,6
1,,,0.012368459,5,346.49,4,6,,2,2,28014,2
1,,,0.005678422,2,346.52,1,9,,3,4,61024,3
4,,,0.021437585,2,346.56,1,6,,1,3,16166,6
1,,,0.01286515,3,346.6,1,9,,1,3,26941,6
2,,,0.010774324,1,346.61,1,9,,1,2,32170,6
3,,,0.020352113,3,346.8,4,5,,1,1,17040,7
5,,,0.008472212,1,346.81,2,9,,3,4,40935,3
2,,,0.008670666,5,346.87,2,6,,4,2,40005,4
1,,,0.01523385,3,346.89,1,5,,1,3,22771,7
4,,,0.003889686,6,346.89,2,2,,2,2,89182,1
2,,,0.004971843,2,346.97,1,6,,3,2,69787,5
4,,,0.011034121,6,346.99,2,3,,1,1,31447,6
1,,,0.006153042,2,347.05,1,5,,1,4,56403,7
4,,,0.013479865,5,347.12,3,4,,4,3,25751,3
1,,,0.005909648,2,347.18,1,9,,2,2,58748,1
1,,,0.01968254,5,347.2,1,4,,1,3,17640,7
1,,,0.015638336,3,347.39,3,9,,3,3,22214,4
1,,,0.007166931,2,347.46,1,6,,2,3,48481,1
1,,,0.018256028,2,347.54,3,4,,4,3,19037,4
1,,,0.00876693,4,347.6,1,9,,3,3,39649,3
1,,,0.008645792,2,347.63,1,9,,2,5,40208,1
1,,,0.024228169,4,347.65,1,6,,1,4,14349,6
2,,,0.006041073,1,347.7,1,9,,2,2,57556,1
4,,,0.024979527,5,347.74,3,5,,1,2,13921,7
5,,,0.01422715,4,347.74,1,9,,2,4,24442,2
1,,,0.013540474,5,347.76,1,5,,1,2,25683,7
1,,,0.020110976,1,347.94,4,6,,1,1,17301,7
4,,,0.018008385,2,347.94,1,2,,1,2,19321,6
1,,,0.013675338,3,348.01,4,5,,1,1,25448,7
1,,,0.008471945,1,348.18,4,9,,5,3,41098,2
1,,,0.02245502,2,348.21,2,9,,3,2,15507,3
1,,,0.020808437,5,348.25,4,5,,1,1,16736,7
1,,,0.005181433,5,348.27,4,5,,3,2,67215,1
1,,,0.016208132,3,348.41,3,6,,4,3,21496,5
5,,,0.008071862,4,348.43,1,9,,2,4,43166,1
1,,,0.012791295,3,348.55,1,9,,2,3,27249,2
1,,,0.018211076,5,348.56,2,4,,1,1,19140,6
1,,,0.008268355,3,348.66,1,4,,3,2,42168,3
1,,,0.032640891,5,348.67,3,5,,1,2,10682,7
5,,,0.009111285,1,348.78,4,9,,4,3,38280,3
1,,,0.031266356,2,348.87,1,8,,3,2,11158,4
2,,,0.007440397,5,348.91,2,7,,2,1,46894,1
4,,,0.015267326,5,348.95,3,5,,2,2,22856,4
1,,,0.02361128,3,349.14,4,8,,1,4,14787,7
1,,,0.007736882,4,349.15,1,9,,2,4,45128,1
1,,,0.00711352,1,349.16,1,9,,2,4,49084,1
1,,,0.00512471,3,349.29,1,9,,3,4,68158,3
2,,,0.020960604,6,349.56,2,4,,2,1,16677,1
1,,,0.015208179,2,349.56,1,9,,1,2,22985,6
5,,,0.014712963,2,349.58,4,6,,5,4,23760,3
1,,,0.01035322,1,349.68,1,9,,4,3,33775,3
1,,,0.006984428,4,349.85,1,9,,3,4,50090,3
1,,,0.01088153,1,349.95,2,6,,3,1,32160,3
1,,,0.009715863,2,350.15,2,9,,2,4,36039,1
1,,,0.015287983,3,350.37,4,9,,2,4,22918,5
4,,,0.009367464,2,350.39,4,3,,5,2,37405,3
1,,,0.008702485,2,350.51,4,9,,1,2,40277,6
2,,,0.024844426,5,350.53,3,5,,1,1,14109,7
1,,,0.021119345,2,350.56,4,7,,1,4,16599,6
2,,,0.021643929,5,350.61,3,6,,1,2,16199,6
1,,,0.007635548,2,350.8,2,9,,2,3,45943,1
1,,,0.004882938,3,350.8,3,5,,4,3,71842,1
1,,,0.022568819,1,350.9,2,9,,1,2,15548,6
2,,,0.004587768,2,350.9,1,5,,2,4,76486,1
1,,,0.029990601,3,350.98,4,5,,1,4,11703,6
4,,,0.009422736,5,351.11,2,4,,1,2,37262,6
1,,,0.011526547,3,351.26,1,5,,5,2,30474,3
4,,,0.021130079,2,351.52,4,4,,1,3,16636,7
1,,,0.025859203,1,351.53,4,7,,2,3,13594,5
1,,,0.003933474,3,351.57,1,6,,4,2,89379,1
1,,,0.033518872,5,351.68,3,6,,1,2,10492,7
1,,,0.033579611,5,351.78,4,5,,2,2,10476,4
3,,,0.034176368,5,352.29,4,5,,1,1,10308,6
1,,,0.019370429,3,352.29,1,5,,1,4,18187,7
1,,,0.011332862,3,352.35,1,5,,1,2,31091,7
1,,,0.005887415,1,352.35,2,9,,2,3,59848,1
2,,,0.028475836,6,352.36,4,3,,2,1,12374,1
1,,,0.008982973,1,352.42,1,9,,2,3,39232,1
1,,,0.005967663,4,352.48,1,9,,1,3,59065,6
1,,,0.00717031,2,352.6,1,6,,3,3,49175,3
1,,,0.074875928,4,353.04,1,8,,1,4,4715,7
2,,,0.012278798,4,353.04,1,9,,1,4,28752,7
1,,,0.009819021,3,353.2,4,9,,2,3,35971,2
5,,,0.178244198,4,353.28,1,8,,1,4,1982,6
1,,,0.017473054,2,353.41,3,6,,3,2,20226,4
4,,,0.013938474,5,353.41,4,2,,1,2,25355,6
1,,,0.035537797,5,353.53,4,5,,1,1,9948,6
2,,,0.021908302,5,353.6,4,5,,1,1,16140,6
1,,,0.012093294,2,353.62,2,6,,2,2,29241,5
1,,,0.01225,4,353.78,1,9,,1,3,28880,6
1,,,0.022725287,5,353.81,4,5,,2,2,15569,4
1,,,0.016601773,5,353.9,4,6,,3,3,21317,4
1,,,0.004957279,4,353.92,1,9,,3,5,71394,3
1,,,0.017628486,5,353.98,1,6,,1,1,20080,6
2,,,0.037596348,3,354.12,1,7,,1,2,9419,7
1,,,0.012194677,2,354.17,4,5,,5,3,29043,3
1,,,0.019652685,3,354.22,3,5,,1,2,18024,6
1,,,0.012177004,3,354.57,4,9,,2,2,29118,2
2,,,0.042807483,5,354.66,3,6,,1,1,8285,6
2,,,0.008951792,5,354.67,3,7,,5,2,39620,3
1,,,0.024195198,5,354.75,1,6,,2,2,14662,2
1,,,0.005596165,1,354.92,1,9,,3,4,63422,3
1,,,0.007359081,3,354.98,1,5,,3,2,48237,3
1,,,0.012825247,5,354.99,1,6,,2,2,27679,1
1,,,0.008930117,2,354.99,1,9,,2,2,39752,2
1,,,0.010297897,3,355.02,2,9,,5,3,34475,3
1,,,0.018751981,1,355.05,4,6,,1,1,18934,7
1,,,0.013842436,1,355.1,1,6,,1,3,25653,6
1,,,0.012397153,3,355.29,1,8,,1,3,28659,7
1,,,0.015046159,3,355.3,2,9,,2,1,23614,4
2,,,0.029501992,5,355.44,4,6,,1,1,12048,7
4,,,0.017984418,6,355.48,3,2,,1,3,19766,6
2,,,0.013065755,3,355.48,2,7,,3,2,27207,3
1,,,0.118932753,1,355.49,1,8,,1,2,2989,7
2,,,0.024678606,2,355.52,4,9,,2,2,14406,2
1,,,0.024060364,1,355.54,4,9,,3,2,14777,4
4,,,0.006974714,5,355.55,1,5,,1,2,50977,6
2,,,0.025108742,1,355.59,1,8,,2,2,14162,2
1,,,0.007015664,4,355.61,1,9,,2,4,50688,2
1,,,0.020007876,1,355.64,3,5,,1,3,17775,6
1,,,0.054353606,5,355.69,3,7,,1,2,6544,7
1,,,0.00826192,4,355.75,1,9,,4,4,43059,3
2,,,0.01273645,2,355.78,1,5,,1,3,27934,6
1,,,0.01339933,1,355.98,3,5,,1,3,26567,6
1,,,0.011611167,5,356.01,3,5,,2,2,30661,5
1,,,0.00524377,2,356.01,1,9,,1,2,67892,6
3,,,0.011415106,5,356.06,4,5,,2,2,31192,4
4,,,0.00437019,5,356.07,1,3,,2,2,81477,1
2,,,0.027504441,1,356.1,2,8,,1,1,12947,7
3,,,0.047006336,2,356.12,1,2,,1,2,7576,6
4,,,0.006878766,2,356.21,1,6,,2,3,51784,2
1,,,0.011816373,5,356.24,1,7,,1,4,30148,7
5,,,0.035029981,3,356.36,1,9,,3,3,10173,3
1,,,0.015319176,4,356.37,1,8,,2,4,23263,2
1,,,0.010879201,3,356.37,1,9,,1,4,32757,6
1,,,0.018974072,3,356.39,4,9,,2,3,18783,1
3,,,0.004598859,2,356.43,1,5,,4,4,77504,3
1,,,0.016307122,4,356.49,1,8,,1,2,21861,7
4,,,0.010047301,5,356.85,1,5,,3,3,35517,3
1,,,0.016337467,1,356.99,4,5,,1,2,21851,7
1,,,0.006868123,4,357.06,1,9,,3,4,51988,3
1,,,0.006440825,1,357.06,1,9,,1,3,55437,6
2,,,0.00815843,2,357.07,2,3,,2,2,43767,1
1,,,0.009383787,3,357.1,1,6,,1,3,38055,7
4,,,0.026114077,6,357.11,2,2,,1,3,13675,6
1,,,0.015257807,3,357.17,3,7,,4,3,23409,3
1,,,0.016104048,1,357.22,3,7,,2,1,22182,2
4,,,0.011194549,5,357.33,4,4,,2,3,31920,5
1,,,0.019181965,4,357.36,1,9,,1,4,18630,7
1,,,0.013114225,1,357.52,1,9,,1,3,27262,7
4,,,0.003948452,6,357.71,2,2,,2,2,90595,1
1,,,0.006275039,2,357.74,3,4,,3,3,57010,2
4,,,0.016209224,2,357.77,2,1,,1,4,22072,6
1,,,0.130433832,3,357.78,1,9,,1,5,2743,7
1,,,0.027107795,2,357.85,4,6,,1,3,13201,6
1,,,0.014934106,3,358.09,4,9,,2,3,23978,1
1,,,0.011958009,5,358.25,4,9,,2,2,29959,1
1,,,0.010550991,4,358.28,3,8,,2,2,33957,2
1,,,0.041514309,5,358.31,3,5,,1,2,8631,7
1,,,0.020644046,4,358.36,4,6,,1,1,17359,7
4,,,0.020953634,2,358.37,1,4,,1,4,17103,6
1,,,0.005949468,4,358.39,1,9,,2,5,60239,1
1,,,0.005931516,3,358.4,3,5,,4,2,60423,1
1,,,0.013471627,5,358.48,4,5,,3,2,26610,3
1,,,0.016179258,3,358.5,1,9,,2,2,22158,5
1,,,0.014761238,3,358.58,4,5,,2,1,24292,5
1,,,0.006835303,2,358.58,1,9,,1,4,52460,6
1,,,0.023872986,1,358.62,1,5,,1,3,15022,7
3,,,0.049140861,5,358.63,4,6,,1,1,7298,6
1,,,0.013818,2,358.66,3,5,,5,2,25956,3
3,,,0.022248543,5,358.78,4,5,,2,2,16126,1
3,,,0.038060034,5,358.83,4,5,,2,2,9428,4
1,,,0.007951428,1,358.84,1,7,,2,2,45129,2
1,,,0.019422806,2,359.05,4,6,,4,2,18486,4
1,,,0.018472179,5,359.21,1,4,,2,3,19446,5
1,,,0.010116584,3,359.25,1,9,,2,4,35511,1
1,,,0.026644912,3,359.28,3,5,,1,3,13484,6
4,,,0.010527719,2,359.29,1,4,,3,5,34128,3
1,,,0.006713744,4,359.38,1,9,,5,5,53529,3
1,,,0.010937053,3,359.49,1,6,,1,3,32869,7
4,,,0.027735965,2,359.68,1,2,,2,1,12968,2
2,,,0.161617251,6,359.76,1,2,,1,3,2226,7
2,,,0.01565486,3,359.78,1,9,,1,2,22982,6
4,,,0.030709958,2,359.89,1,3,,1,3,11719,6
1,,,0.026487679,3,360.1,1,4,,1,3,13595,7
1,,,0.012505382,3,360.18,4,5,,5,2,28802,3
1,,,0.004047282,4,360.2,1,9,,2,5,88998,5
1,,,0.022958007,3,360.28,4,6,,1,2,15693,7
2,,,0.009938214,2,360.3,1,6,,1,3,36254,7
1,,,0.010042918,3,360.36,1,9,,1,5,35882,7
1,,,0.022935973,5,360.37,4,6,,2,3,15712,5
4,,,0.008155751,6,360.37,1,3,,1,2,44186,6
4,,,0.02290708,2,360.42,2,3,,1,2,15734,6
1,,,0.018440057,5,360.54,4,6,,1,4,19552,6
1,,,0.011311604,5,360.58,2,5,,4,4,31877,5
1,,,0.013335799,1,360.6,1,9,,2,5,27040,1
1,,,0.008784468,4,360.62,1,9,,2,3,41052,1
1,,,0.014313889,2,360.71,1,7,,1,3,25200,6
2,,,0.011997872,5,360.8,1,6,,2,3,30072,4
4,,,0.052825355,6,360.85,4,2,,1,1,6831,7
1,,,0.010881848,3,360.94,1,9,,3,5,33169,4
2,,,0.018923722,2,360.97,1,2,,1,2,19075,6
1,,,0.025520848,1,361.12,4,6,,1,1,14150,7
5,,,0.018850551,1,361.12,4,6,,3,3,19157,4
1,,,0.004646467,4,361.3,1,9,,2,4,77758,1
1,,,0.006708186,1,361.37,1,9,,5,5,53870,3
4,,,0.022866991,5,361.55,3,5,,2,1,15811,1
2,,,0.061397046,1,361.69,4,8,,1,2,5891,7
1,,,0.006405489,4,361.75,1,9,,2,3,56475,2
1,,,0.009317819,2,361.96,4,8,,4,4,38846,3
4,,,0.01487347,5,362.05,1,4,,1,3,24342,7
1,,,0.006701706,2,362.12,1,9,,2,3,54034,1
1,,,0.006255981,4,362.19,1,8,,1,4,57895,6
1,,,0.01674122,4,362.28,1,9,,1,4,21640,6
1,,,0.209693287,5,362.35,3,5,,1,3,1728,7
1,,,0.007360318,3,362.4,1,4,,2,2,49237,1
4,,,0.006416875,6,362.47,1,1,,1,2,56487,6
1,,,0.012551681,3,362.48,4,5,,1,3,28879,7
2,,,0.025076093,5,362.5,3,6,,1,2,14456,7
1,,,0.016436959,4,362.55,1,9,,2,2,22057,2
1,,,0.004466151,4,362.58,1,9,,2,5,81184,1
1,,,0.025629682,2,362.66,1,6,,1,3,14150,7
4,,,0.010998181,3,362.72,2,4,,2,1,32980,1
1,,,0.007685203,3,362.78,4,8,,5,2,47205,3
2,,,0.028807463,3,362.83,2,5,,1,1,12595,7
1,,,0.036081511,5,362.98,4,5,,1,1,10060,6
2,,,0.011455303,4,363.03,1,9,,2,2,31691,1
2,,,0.047020588,5,363.14,4,6,,1,1,7723,6
1,,,0.006689377,4,363.28,1,9,,2,5,54307,1
4,,,0.030375418,6,363.29,2,3,,1,2,11960,6
1,,,0.009354066,3,363.34,1,9,,3,5,38843,3
2,,,0.012475282,5,363.38,4,5,,3,2,29128,4
4,,,0.008106836,2,363.47,1,2,,2,1,44835,1
1,,,0.008768252,2,363.9,1,9,,2,4,41502,2
5,,,0.019692233,5,364.07,4,8,,1,4,18488,6
1,,,0.006815876,4,364.07,1,9,,4,4,53415,3
1,,,0.010210892,3,364.1,1,6,,1,3,35658,7
1,,,0.030894205,3,364.15,4,9,,1,4,11787,6
4,,,0.022954517,5,364.38,1,5,,1,3,15874,6
1,,,0.012454042,5,364.48,2,6,,1,2,29266,6
1,,,0.007373713,4,364.49,1,9,,2,5,49431,2
2,,,0.006143502,2,364.58,1,5,,2,2,59344,1
4,,,0.029993419,5,364.6,2,5,,2,1,12156,1
1,,,0.01418849,4,364.63,1,8,,1,3,25699,7
2,,,0.018925088,5,364.8,4,6,,1,2,19276,6
1,,,0.009656414,3,364.8,2,7,,2,2,37778,1
3,,,0.016748232,2,364.81,3,5,,3,3,21782,4
1,,,0.01214212,4,364.81,1,8,,2,4,30045,2
1,,,0.00611099,1,364.82,1,7,,2,4,59699,1
1,,,0.014223392,5,364.83,2,5,,2,2,25650,5
4,,,0.031379548,5,364.85,4,5,,3,2,11627,3
1,,,0.016152348,3,364.93,1,5,,1,4,22593,7
5,,,0.024046254,3,364.95,4,9,,3,3,15177,4
1,,,0.017688506,2,365.02,4,6,,1,1,20636,7
2,,,0.01717822,2,365.02,1,7,,1,3,21249,7
1,,,0.012844879,2,365.09,2,8,,5,3,28423,3
1,,,0.016992695,1,365.19,2,8,,4,2,21491,3
1,,,0.017757087,2,365.21,4,9,,3,3,20567,2
2,,,0.018978182,5,365.33,3,6,,1,1,19250,7
1,,,0.019020772,5,365.37,1,9,,1,3,19209,7
1,,,0.010119628,3,365.44,1,6,,2,2,36112,2
2,,,0.013685728,5,365.45,2,4,,2,1,26703,4
1,,,0.027219036,6,365.47,4,5,,1,1,13427,7
1,,,0.01615541,4,365.5,1,8,,1,4,22624,7
1,,,0.028873885,4,365.63,1,9,,1,3,12663,6
1,,,0.011674702,4,365.64,1,9,,4,4,31319,3
1,,,0.010699927,3,365.67,1,6,,4,2,34175,3
4,,,0.004610332,5,365.71,2,9,,4,4,79324,3
1,,,0.008677486,1,365.73,1,6,,1,3,42147,6
1,,,0.008103307,4,365.84,1,9,,2,5,45147,1
1,,,0.008544508,2,365.91,1,5,,4,4,42824,3
5,,,0.024110167,3,365.92,4,8,,3,3,15177,4
1,,,0.029495568,1,366.04,4,9,,1,2,12410,7
1,,,0.006740783,3,366.22,1,7,,2,3,54329,2
1,,,0.005953701,4,366.23,1,9,,4,5,61513,5
1,,,0.013360327,3,366.26,1,5,,1,3,27414,7
1,,,0.017425568,2,366.39,4,9,,3,3,21026,4
3,,,0.014909683,1,366.48,3,5,,2,1,24580,1
1,,,0.006121058,3,366.48,1,6,,2,4,59872,1
1,,,0.006502324,3,366.51,1,9,,3,5,56366,3
5,,,0.024995226,2,366.53,4,7,,4,3,14664,3
1,,,0.038682072,2,366.59,1,6,,1,3,9477,7
2,,,0.009383462,2,366.64,1,8,,4,3,39073,3
2,,,0.013777043,2,366.8,2,8,,4,3,26624,4
1,,,0.009879872,4,366.81,1,9,,2,4,37127,1
1,,,0.019816876,3,366.85,1,9,,1,2,18512,6
1,,,0.030755302,3,366.88,1,9,,1,1,11929,7
1,,,0.011118788,3,366.92,4,5,,2,1,33000,2
1,,,0.03852299,5,366.97,1,4,,1,2,9526,7
2,,,0.045680149,5,367.04,4,9,,1,2,8035,6
2,,,0.040822954,2,367.08,1,5,,1,3,8992,7
1,,,0.011516359,2,367.13,1,9,,2,2,31879,1
4,,,0.012847195,2,367.16,1,3,,2,1,28579,1
2,,,0.02205923,2,367.22,1,6,,1,3,16647,7
1,,,0.036759083,2,367.26,1,9,,1,4,9991,7
1,,,0.015937175,4,367.32,1,7,,3,3,23048,2
1,,,0.003710155,3,367.45,1,9,,3,4,99039,2
1,,,0.006243544,4,367.52,1,9,,5,5,58864,5
1,,,0.009974221,2,367.57,1,8,,2,2,36852,1
1,,,0.014728074,2,367.76,1,9,,1,1,24970,6
4,,,0.004615916,5,367.81,1,2,,2,3,79683,5
2,,,0.006749225,3,367.88,2,8,,2,2,54507,1
1,,,0.027746606,5,367.92,4,5,,1,1,13260,7
1,,,0.02618143,3,367.98,1,5,,1,3,14055,7
1,,,0.024548789,2,368.06,4,6,,1,3,14993,7
1,,,0.010712186,1,368.06,2,7,,2,3,34359,2
1,,,0.040882745,3,368.19,3,4,,1,3,9006,6
1,,,0.025932681,2,368.27,2,4,,1,3,14201,7
1,,,0.005257823,4,368.3,1,9,,4,5,70048,3
1,,,0.008979229,3,368.31,3,6,,5,3,41018,3
3,,,0.026168384,3,368.32,4,6,,1,1,14075,7
1,,,0.008689519,2,368.34,1,5,,4,3,42389,1
3,,,0.013176778,3,368.37,4,5,,5,3,27956,3
1,,,0.007561576,2,368.4,1,7,,4,4,48720,3
1,,,0.006769072,4,368.4,1,9,,3,5,54424,3
1,,,0.01965692,1,368.41,1,9,,2,2,18742,4
2,,,0.013945347,2,368.45,1,9,,1,3,26421,7
1,,,0.008519066,4,368.62,1,9,,2,5,43270,2
1,,,0.00541186,4,368.71,1,9,,5,4,68130,3
1,,,0.022726152,1,368.8,4,6,,1,2,16228,7
1,,,0.017568198,5,369.02,4,5,,2,3,21005,4
1,,,0.013862885,2,369.03,1,6,,2,2,26620,2
2,,,0.012827946,1,369.06,2,5,,1,3,28770,6
1,,,0.019239827,4,369.27,1,9,,2,3,19193,2
1,,,0.01610273,4,369.3,1,9,,2,4,22934,2
1,,,0.006491765,4,369.31,1,9,,4,5,56889,3
2,,,0.011448364,1,369.37,1,8,,1,2,32264,6
1,,,0.011766317,3,369.38,2,5,,1,2,31393,6
1,,,0.023420619,2,369.39,1,5,,2,3,15772,5
4,,,0.012612124,2,369.51,4,3,,1,1,29298,7
1,,,0.059467503,3,369.65,1,5,,1,3,6216,7
5,,,0.007618537,1,369.72,4,9,,5,5,48529,3
2,,,0.013201114,2,369.75,1,4,,1,2,28009,6
1,,,0.027853269,4,369.78,1,8,,1,4,13276,7
1,,,0.01673378,2,369.85,1,6,,2,3,22102,2
1,,,0.006357433,4,369.85,1,9,,2,4,58176,1
1,,,0.011789698,3,369.89,1,5,,1,2,31374,6
1,,,0.007599474,2,369.95,1,9,,1,5,48681,7
1,,,0.021584505,3,369.98,1,9,,2,3,17141,4
1,,,0.021304198,5,369.99,3,6,,1,1,17367,7
1,,,0.02393714,4,370.14,1,8,,2,5,15463,2
1,,,0.041252647,3,370.16,1,6,,1,2,8973,7
1,,,0.037296998,5,370.21,4,6,,1,1,9926,7
2,,,0.021120237,5,370.28,3,6,,3,2,17532,4
4,,,0.015583607,6,370.36,1,2,,1,2,23766,7
2,,,0.01490743,3,370.39,1,9,,4,2,24846,3
2,,,0.02925227,2,370.48,1,4,,1,3,12665,7
1,,,0.020238654,5,370.59,3,6,,1,2,18311,6
2,,,0.018956117,3,370.63,1,9,,1,2,19552,6
1,,,0.015340589,3,370.69,1,9,,1,2,24164,6
1,,,0.027570462,2,370.74,4,6,,1,3,13447,6
1,,,0.006652017,3,370.83,1,5,,2,4,55747,1
2,,,0.024072704,5,370.84,3,7,,1,1,15405,7
1,,,0.010269724,2,370.85,2,9,,2,4,36111,5
1,,,0.00651628,3,371.05,1,5,,4,2,56942,3
1,,,0.007762486,3,371.14,1,6,,4,3,47812,3
4,,,0.024164714,2,371.17,4,4,,1,2,15360,7
1,,,0.008477139,1,371.18,1,6,,2,3,43786,2
1,,,0.034667974,1,371.19,1,5,,1,3,10707,7
1,,,0.015211458,4,371.19,1,9,,1,4,24402,7
1,,,0.010631425,2,371.26,4,6,,2,3,34921,2
4,,,0.013755696,2,371.28,2,3,,2,1,26991,1
2,,,0.01881721,3,371.32,1,8,,2,3,19733,4
1,,,0.008429116,2,371.37,1,9,,2,4,44058,1
1,,,0.008637811,3,371.59,1,9,,2,3,43019,1
4,,,0.010476338,6,371.69,2,3,,3,1,35479,3
1,,,0.012058719,1,371.71,2,5,,3,2,30825,3
2,,,0.039623748,2,371.75,4,9,,1,3,9382,7
3,,,0.022341806,2,371.79,4,5,,4,3,16641,3
2,,,0.0082886,3,371.81,1,9,,4,3,44858,3
1,,,0.022727328,4,371.91,1,7,,1,4,16364,7
1,,,0.018674499,3,371.94,4,9,,3,4,19917,4
1,,,0.012174041,4,371.99,1,9,,2,4,30556,1
1,,,0.013972433,5,372.03,3,7,,2,1,26626,5
1,,,0.017076775,3,372.12,1,5,,2,4,21791,2
3,,,0.015048104,1,372.26,4,5,,5,3,24738,4
3,,,0.022701829,1,372.31,4,5,,2,2,16400,2
2,,,0.010039366,4,372.34,1,9,,2,4,37088,2
2,,,0.016089248,5,372.45,2,8,,1,1,23149,6
4,,,0.025389858,6,372.52,2,4,,1,1,14672,7
2,,,0.006443149,2,372.53,4,9,,4,2,57818,5
2,,,0.013091708,2,372.59,2,4,,5,4,28460,3
4,,,0.018366934,5,372.61,3,5,,3,3,20287,3
1,,,0.015395101,1,372.7,3,5,,1,3,24209,6
1,,,0.009389565,2,372.7,4,4,,2,2,39693,5
1,,,0.008842887,1,372.71,1,9,,2,2,42148,2
1,,,0.019800797,3,372.75,2,9,,1,3,18825,6
1,,,0.012904019,4,372.81,1,9,,2,4,28891,1
1,,,0.013753643,4,372.82,3,9,,5,4,27107,3
1,,,0.03312661,3,372.84,3,8,,1,2,11255,7
2,,,0.034597328,1,372.89,3,8,,1,1,10778,7
4,,,0.008955736,6,372.89,1,4,,2,2,41637,1
3,,,0.059845932,2,372.9,3,4,,1,4,6231,7
1,,,0.035963931,3,372.91,4,9,,2,2,10369,1
1,,,0.014594372,5,372.93,1,9,,2,3,25553,2
1,,,0.071741638,1,373.2,4,6,,1,1,5202,7
1,,,0.019107791,1,373.5,1,9,,1,5,19547,7
1,,,0.014186859,3,373.54,1,7,,1,3,26330,6
1,,,0.006048797,2,373.61,1,9,,4,4,61766,5
1,,,0.01097556,2,373.63,1,7,,2,3,34042,1
1,,,0.00885275,4,373.71,1,9,,2,5,42214,2
2,,,0.006424667,3,373.8,2,9,,2,2,58182,1
1,,,0.006492697,4,373.83,1,8,,1,4,57577,6
1,,,0.007487083,4,373.86,1,6,,1,3,49934,7
1,,,0.021069034,1,373.87,1,5,,1,2,17745,6
1,,,0.006120989,4,373.87,1,7,,2,4,61080,1
1,,,0.004703078,4,373.89,1,9,,2,5,79499,1
2,,,0.014751085,1,373.94,4,9,,2,2,25350,5
1,,,0.008797817,2,373.96,4,6,,4,3,42506,4
1,,,0.014451055,2,374.08,1,6,,1,4,25886,7
4,,,0.004276878,6,374.09,1,2,,2,3,87468,1
1,,,0.007711807,3,374.2,1,8,,3,3,48523,3
1,,,0.029026528,1,374.21,3,6,,1,3,12892,7
5,,,0.006434811,4,374.21,1,9,,5,5,58154,3
1,,,0.006178481,3,374.28,1,5,,3,5,60578,2
4,,,0.006188783,2,374.31,1,4,,3,3,60482,3
2,,,0.009867412,3,374.34,1,9,,1,2,37937,7
2,,,0.022867696,5,374.55,2,6,,1,1,16379,7
1,,,0.014585734,5,374.62,1,6,,3,2,25684,1
2,,,0.011093676,2,374.7,2,6,,4,3,33776,3
1,,,0.008403831,1,374.71,1,9,,2,3,44588,1
2,,,0.016291276,5,374.96,2,8,,1,2,23016,6
4,,,0.059014794,2,374.98,1,3,,1,3,6354,7
2,,,0.046039288,5,374.99,2,5,,1,3,8145,6
1,,,0.008584079,3,375.15,1,9,,2,4,43703,1
2,,,0.019512817,5,375.29,4,8,,1,2,19233,7
1,,,0.004572079,4,375.29,1,9,,3,5,82083,1
3,,,0.008288099,2,375.31,4,5,,4,3,45283,5
1,,,0.022444537,2,375.34,1,4,,1,1,16723,6
1,,,0.011333313,3,375.45,1,4,,2,2,33128,2
1,,,0.013433866,1,375.49,1,9,,2,5,27951,2
2,,,0.02361864,2,375.56,4,9,,2,3,15901,1
1,,,0.019376934,2,375.68,4,7,,2,3,19388,4
1,,,0.015148351,3,375.77,1,6,,1,3,24806,7
2,,,0.010182641,5,375.77,1,5,,1,3,36903,7
5,,,0.007323524,2,375.77,1,6,,4,4,51310,3
3,,,0.009992289,3,375.81,4,5,,5,3,37610,3
4,,,0.024828247,2,375.85,2,2,,1,2,15138,7
2,,,0.00826085,1,375.91,3,9,,5,3,45505,4
1,,,0.057951287,4,375.93,1,9,,3,5,6487,3
1,,,0.008051523,3,375.99,1,6,,4,2,46698,3
1,,,0.014863433,1,376.03,1,5,,2,4,25299,2
1,,,0.055348837,1,376.04,1,4,,1,2,6794,6
2,,,0.017202983,2,376.04,3,9,,3,2,21859,3
4,,,0.016678049,6,376.09,4,3,,1,2,22550,6
1,,,0.010848235,3,376.13,2,4,,2,5,34672,1
1,,,0.022223535,2,376.2,4,5,,1,2,16928,7
1,,,0.007498156,1,376.22,1,9,,2,4,50175,1
2,,,0.014390561,4,376.27,1,9,,1,4,26147,7
1,,,0.008435412,1,376.27,2,7,,2,3,44606,1
