X,Y_0,Y_1,W,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8
2,16549.0,18.7676,0.0328,3,751.3,1,9,1,4,5,48195,3
1,8943.3,19.1247,0.0596,6,453.4,2,3,0,4,3,16755,4
1,6522.7,19.2374,0.0424,5,330.7,4,9,0,4,2,22983,3
1,10575.0,19.1595,0.0565,2,536.2,2,2,0,5,4,26058,3
2,13217.4,19.0502,0.0383,3,600.1,1,5,0,2,3,28612,2
1,18829.4,19.0416,0.0772,2,854.9,1,3,0,5,5,21768,5
2,7415.7,19.0024,0.0325,3,336.7,1,5,0,2,3,24459,2
1,16667.6,19.0751,0.0207,3,756.7,1,5,0,3,3,61085,2
2,10995.4,19.18,0.0266,5,499.2,3,5,0,3,2,35349,3
2,14709.3,18.9949,0.0433,3,667.8,1,4,0,3,4,27493,3
1,10964.3,19.1425,0.0809,3,555.9,4,5,0,4,3,15187,3
2,16682.7,19.0986,0.1029,4,757.4,2,7,0,1,2,10148,7
2,10250.5,19.1779,0.0318,5,519.7,2,6,0,5,3,38379,3
1,10865.7,19.0407,0.0329,2,493.3,1,2,0,4,5,35571,3
2,9845.3,19.0416,0.0277,3,447.0,1,5,0,2,3,32100,1
2,11923.7,19.1856,0.0548,1,604.5,3,5,0,2,1,18906,1
2,15302.9,19.0235,0.0409,1,694.8,4,6,0,4,3,30567,4
1,10833.4,19.2378,0.0586,2,549.3,4,4,0,2,3,16484,4
1,17254.1,19.09,0.0229,3,783.3,2,5,0,4,5,61320,3
1,11757.9,18.7555,0.0226,4,533.8,1,7,1,1,5,41024,6
2,10144.9,19.076,0.0637,5,514.3,2,5,0,1,1,13597,6
2,12317.1,19.1144,0.0196,6,624.5,2,3,0,1,2,47427,6
1,9840.3,19.1525,0.036,2,498.9,2,8,0,4,3,31093,2
1,7149.2,18.9932,0.0296,3,324.6,1,4,0,4,5,33386,3
2,9217.5,19.0381,0.0161,2,418.5,4,5,0,3,3,54839,3
1,13808.0,18.957,0.0295,3,626.9,1,4,0,3,5,41008,3
2,14516.2,19.0511,0.0189,3,659.0,1,6,0,3,4,61849,3
1,17398.5,19.1808,0.0497,2,882.1,4,4,0,2,3,26838,5
2,17566.5,18.9329,0.0377,4,797.5,2,9,0,5,5,41857,3
2,13584.8,19.2133,0.0845,2,688.7,3,6,0,3,4,15894,4
2,8304.8,19.2634,0.059,5,377.0,4,7,0,1,1,11599,7
2,18849.7,18.9675,0.0233,4,855.8,1,8,0,3,5,59805,3
1,9240.0,19.1091,0.0179,2,419.5,1,2,0,2,1,42655,1
2,10125.0,18.9211,0.0149,1,513.3,1,5,0,4,4,90287,2
2,10606.2,19.0841,0.0608,3,537.7,4,9,0,4,4,19572,4
1,16758.4,19.2726,0.0567,3,760.8,2,5,0,3,4,23261,5
2,8456.2,19.0925,0.03,6,428.7,2,4,0,3,1,26915,4
1,12153.3,19.1613,0.0247,3,551.8,3,8,0,1,2,35591,7
1,15607.8,18.9338,0.2374,2,708.6,1,5,1,2,5,5270,1
1,16092.0,18.8734,0.0568,3,815.9,1,5,1,2,4,23339,5
2,14220.6,19.0716,0.0378,1,645.6,2,9,0,3,3,30077,3
1,13241.6,19.1121,0.0262,2,601.2,1,4,0,3,3,44675,3
1,10331.9,19.0229,0.0477,6,469.1,2,2,0,2,2,16664,4
2,11820.9,19.1224,0.0752,5,599.3,4,8,0,1,2,12231,7
1,13251.8,19.2896,0.0585,5,671.9,4,9,0,2,2,17895,1
1,12158.1,19.1339,0.0571,3,616.4,3,5,0,5,3,21843,3
1,8929.1,19.2084,0.0357,5,452.7,3,5,0,4,3,28982,3
2,17923.4,18.8346,0.0696,2,908.7,1,9,1,1,3,18123,7
1,12818.7,19.1848,0.0615,2,649.9,4,3,0,4,5,21479,3
2,11735.2,19.0898,0.0677,2,595.0,3,5,0,3,3,16965,4
2,8380.2,19.0131,0.0652,3,424.9,4,4,0,4,3,17520,3
1,12581.7,18.99,0.0498,3,637.9,2,3,0,3,4,24153,4
1,9718.5,18.9833,0.0201,4,441.2,1,8,0,2,2,40258,1
2,10749.9,19.1408,0.0584,5,488.0,3,5,0,1,2,14083,6
1,7877.8,19.309,0.0319,1,399.4,3,6,0,5,2,30846,3
2,14587.9,19.1883,0.043,2,662.3,4,5,0,5,5,32199,3
2,7661.2,18.9246,0.054,2,388.4,4,6,1,1,3,12576,7
1,11595.3,18.8066,0.07,3,587.9,1,4,1,1,3,11536,7
2,5049.6,19.1236,0.0263,5,229.3,2,7,0,3,2,25367,3
2,17591.3,18.9646,0.1146,2,891.9,1,7,0,2,4,10801,2
2,14214.6,19.1547,0.047,2,720.7,3,6,0,3,3,28597,5
1,13429.6,18.989,0.0199,4,609.7,1,8,0,2,3,55730,1
2,8892.8,18.8247,0.0498,4,403.7,1,7,1,1,3,11689,7
2,15243.1,18.7507,0.0633,4,692.0,1,6,1,1,3,16348,7
1,14291.3,19.277,0.0798,2,724.6,4,6,0,2,3,15375,1
1,15571.0,18.7867,0.0393,1,706.9,1,3,1,3,5,36814,1
2,10864.6,19.2416,0.081,5,550.8,3,7,0,1,2,10686,6
1,8196.0,18.9431,0.0454,3,415.5,4,8,1,1,2,16753,6
2,12755.2,18.9583,0.0705,4,579.1,1,5,0,2,3,14188,2
2,8128.8,18.8022,0.0597,3,369.0,1,6,1,1,3,12021,7
1,15448.2,18.8378,0.0275,1,701.3,1,3,1,2,5,44786,2
2,12370.4,19.1352,0.0363,5,561.6,3,5,0,3,3,31246,3
1,11959.3,19.1282,0.0133,5,543.0,1,3,0,2,1,67248,1
2,11402.5,19.0353,0.1244,3,578.1,3,4,0,2,4,9352,5
1,12950.1,19.0671,0.0447,3,587.9,1,7,0,5,2,26337,3
2,8689.4,19.0117,0.0271,3,440.6,1,4,0,4,2,36701,3
1,16059.2,19.1178,0.0369,2,729.1,2,4,0,4,3,33845,3
2,10488.7,19.0125,0.0545,5,476.2,3,6,0,1,1,13677,6
1,9000.5,18.9842,0.046,6,408.6,1,3,0,1,1,11806,7
2,15667.4,18.7473,0.1143,3,794.3,1,4,1,1,3,8922,7
1,11886.5,19.1369,0.0489,2,602.6,3,6,0,5,5,31869,3
2,15263.4,19.0464,0.0313,3,693.0,1,6,0,2,3,37954,1
1,9984.5,19.0167,0.0183,2,453.3,1,3,0,5,5,68591,3
2,12546.8,19.0275,0.0511,2,569.6,1,8,0,1,1,16451,7
2,12241.1,19.1116,0.0796,3,620.6,3,6,0,1,2,11484,7
2,11835.2,18.7429,0.045,3,537.3,1,5,1,1,5,19996,7
1,6815.4,19.1072,0.0472,6,345.5,4,2,0,1,1,13740,7
2,16005.4,19.0382,0.0383,2,726.6,2,3,0,4,5,36794,3
1,12128.5,19.098,0.0316,3,614.9,2,5,0,5,4,48825,3
2,6968.0,19.051,0.0358,1,316.3,2,9,0,2,2,21451,4
1,18063.7,19.0905,0.0376,1,915.8,2,6,0,5,4,43670,3
1,6845.9,19.0243,0.0663,3,347.1,2,4,0,4,3,13759,3
2,10022.3,18.7272,0.0327,4,455.0,1,6,1,2,4,28069,2
2,10947.6,19.0767,0.0161,2,497.0,1,5,0,2,3,55955,1
2,15169.1,18.7496,0.064,1,769.1,1,4,1,1,4,18129,7
2,12569.4,19.0252,0.061,3,637.3,3,5,0,4,3,20842,4
2,13513.5,18.8771,0.0719,2,685.1,1,2,1,2,4,17814,2
2,11953.2,19.1712,0.0902,5,606.0,4,5,0,1,1,9827,6
1,11664.0,18.6777,0.0582,4,529.5,2,1,1,1,5,15981,7
1,22216.6,19.0057,0.0184,4,1008.6,1,5,0,4,5,100000,3
1,15443.0,18.801,0.018,3,701.1,1,2,1,2,5,69106,2
2,8244.6,19.0417,0.0686,3,374.3,3,5,0,2,3,11969,4
1,9399.5,18.7672,0.0256,3,426.7,1,1,1,1,2,28242,7
1,9598.0,19.2766,0.0544,2,435.7,3,5,0,2,1,15358,2
1,10590.4,19.2566,0.0775,2,536.9,4,9,0,1,2,11062,6
2,15793.5,18.8652,0.1067,3,800.7,1,6,1,1,3,10795,7
2,11033.9,19.0105,0.0424,3,500.9,1,6,0,2,2,21015,1
1,15510.0,19.0718,0.0281,4,704.2,1,4,0,5,5,56192,3
1,14029.2,19.0016,0.0564,1,636.9,1,4,0,3,3,19555,2
2,13820.5,19.0428,0.0558,3,627.5,1,6,0,2,2,18992,2
1,12489.7,19.2534,0.0551,1,567.0,2,4,0,3,3,20338,4
1,11310.5,19.2335,0.0253,2,513.5,2,7,0,2,3,37109,1
2,17466.5,18.9857,0.0721,3,793.0,1,5,0,2,3,17917,2
1,17369.6,18.9002,0.0774,4,880.6,1,4,1,2,5,20821,2
2,7636.9,19.1306,0.0391,5,387.2,4,6,0,4,2,24245,3
2,11667.8,19.1289,0.0515,2,591.6,4,4,0,2,3,20844,5
2,8642.6,19.1614,0.048,5,438.2,3,5,0,2,3,18853,4
1,6356.0,19.2515,0.0356,2,322.2,3,4,0,5,2,27263,3
2,14294.1,19.1038,0.0285,5,724.7,2,6,0,3,2,41061,1
1,12762.0,19.1374,0.0474,2,647.0,2,2,0,4,3,25436,3
2,11044.9,18.9726,0.0179,3,501.4,1,9,0,2,3,53141,1
2,12790.2,19.1917,0.0435,1,580.7,4,9,0,3,1,23935,4
1,7878.4,19.2583,0.0497,1,357.7,3,5,0,2,2,14842,2
1,15198.0,18.9213,0.0706,2,770.5,4,6,1,1,5,14500,7
2,18648.0,18.774,0.0677,4,846.6,1,4,1,2,5,21144,5
1,19276.7,19.0062,0.0288,1,875.2,1,3,0,2,4,45437,1
2,13143.5,18.8268,0.0129,4,596.7,1,9,1,2,5,91024,1
2,9946.4,19.0025,0.0567,1,451.6,4,9,1,2,4,16135,1
1,11637.6,19.1146,0.0593,5,528.3,1,7,0,1,2,14010,7
1,15204.4,18.9246,0.058,4,690.3,1,4,1,1,4,18893,7
1,16422.6,18.8297,0.0596,4,745.6,1,4,1,2,4,20614,1
1,13235.8,18.859,0.0164,4,600.9,1,4,1,2,5,72053,2
1,7840.3,19.2092,0.0332,6,397.5,2,2,0,2,2,25627,5
2,14271.1,19.1936,0.1382,5,723.5,4,5,0,1,2,7390,6
1,8592.9,18.76,0.0247,3,390.1,1,3,1,4,5,46677,3
2,11153.1,19.3444,0.1048,2,565.5,3,7,0,2,2,9233,5
1,12361.8,19.1314,0.054,2,626.7,2,3,0,3,4,22100,3
2,13676.4,19.0268,0.083,2,693.4,4,2,0,2,2,12876,4
1,12239.3,19.0919,0.0682,3,620.5,2,3,0,4,2,17723,3
2,14150.9,19.0761,0.0395,3,642.5,4,5,0,5,4,32872,3
2,5195.8,19.029,0.0171,1,235.9,1,5,0,4,3,50632,2
1,15053.1,19.0414,0.0309,3,683.4,1,4,0,2,4,36783,1
1,9595.3,19.2252,0.0569,1,486.5,4,5,0,5,5,23312,5
1,9427.1,19.167,0.1154,6,478.0,2,3,0,1,1,7006,6
2,14828.3,19.0868,0.0738,4,673.2,3,5,0,1,1,13262,7
1,9259.4,19.0831,0.0327,6,420.4,2,2,0,2,3,27141,1
2,9232.7,19.1012,0.0384,2,468.1,3,6,0,5,4,33876,4
1,6996.6,19.2633,0.0251,5,317.6,3,5,0,4,1,29781,3
1,12487.0,19.2862,0.0438,5,633.1,3,6,0,1,2,17864,7
1,14374.1,19.1741,0.0502,3,652.6,2,9,0,3,2,22370,3
1,11592.3,18.7859,0.055,5,526.3,1,3,1,1,3,15021,7
1,11323.2,18.8089,0.0313,2,514.1,1,4,1,1,4,26999,6
1,15044.5,19.1971,0.0491,5,762.8,2,7,0,3,2,24977,3
2,8439.7,19.0627,0.0809,1,427.9,3,4,0,4,3,12784,3
2,12060.1,19.146,0.0625,3,547.5,3,6,0,1,1,13697,7
1,16863.9,18.986,0.0266,2,855.0,1,3,0,2,2,48787,5
2,19012.7,18.8361,0.1098,4,863.2,1,5,1,1,5,12257,7
2,10921.7,19.2751,0.0223,2,553.7,4,7,0,5,3,53679,4
1,15688.1,18.765,0.0204,4,712.2,1,2,1,2,5,65279,1
1,9038.6,18.8033,0.0306,1,458.3,1,4,1,1,3,26069,6
2,14484.8,19.2491,0.0818,5,657.6,4,7,0,2,2,12887,2
1,10488.0,19.3037,0.0297,5,531.7,2,5,0,2,3,36391,5
2,9984.8,18.7922,0.0419,4,453.3,1,5,1,1,5,19365,7
1,8210.8,18.8677,0.0347,1,416.3,3,5,1,1,3,21255,7
1,13766.8,18.8873,0.0872,2,698.0,2,3,1,1,3,12627,6
2,13380.0,19.0901,0.0665,3,678.4,3,6,0,3,4,18327,3
2,11044.9,19.1621,0.0377,5,560.0,2,9,0,2,2,26239,1
2,10930.1,19.1427,0.0376,3,496.2,3,5,0,2,1,19704,2
1,10755.0,19.1545,0.0474,5,545.3,3,5,0,5,3,25658,3
2,10723.8,18.8532,0.0258,4,486.9,1,8,1,1,5,33807,7
2,17286.2,19.0085,0.0396,3,784.8,1,6,0,4,5,36576,3
1,12619.2,18.8022,0.055,2,572.9,1,2,1,1,3,16235,7
2,16346.2,18.8608,0.0415,4,742.1,1,9,1,2,5,30026,2
2,16868.8,19.3078,0.1445,5,855.2,4,7,0,1,1,8320,6
1,10219.1,18.7662,0.1026,2,518.1,2,4,1,1,3,9360,6
1,16826.4,19.0861,0.04,4,763.9,2,5,0,5,5,42329,3
1,13036.3,19.1489,0.0511,2,660.9,2,3,0,3,2,22639,4
2,13827.9,18.9956,0.1418,2,701.1,3,3,0,1,2,7159,6
2,11978.2,18.8037,0.0652,3,607.3,1,5,1,1,3,14676,6
2,11210.6,18.9246,0.0142,1,509.0,1,8,0,4,5,82800,1
1,16395.3,18.9758,0.0992,4,744.3,1,9,0,4,5,14261,3
2,10547.8,18.8602,0.0333,3,478.9,1,6,1,2,5,24542,2
1,17214.0,19.1532,0.042,1,872.7,4,4,0,2,3,30285,5
2,12434.4,18.9424,0.0456,3,630.4,1,8,0,4,2,25652,3
1,10530.2,18.8934,0.0092,4,478.1,2,8,1,1,5,100000,6
2,13130.3,19.0708,0.0465,5,596.1,1,9,0,3,2,25051,4
2,11192.6,18.8519,0.0987,2,567.5,2,4,1,1,2,9656,7
2,15058.4,19.1075,0.0643,1,763.5,3,5,0,4,3,23316,4
2,11874.4,18.9747,0.0537,5,602.0,1,5,0,4,2,20738,3
1,8251.8,19.0141,0.0463,2,374.6,4,4,1,1,2,14194,7
1,9149.0,19.1903,0.0394,2,463.9,4,5,0,5,3,27867,3
2,11929.0,19.0304,0.0425,3,541.6,1,4,0,2,3,23426,2
2,14586.1,18.7769,0.1203,3,739.5,1,6,1,1,3,8014,7
2,9500.1,19.2168,0.051,1,481.7,4,6,0,4,4,21636,4
1,10656.0,18.9118,0.1633,6,540.3,4,2,1,1,3,5078,7
2,16964.1,18.9187,0.082,4,770.2,1,6,0,2,4,15444,2
2,10498.2,19.1319,0.069,1,532.3,4,5,0,2,3,14579,1
1,16074.3,19.0657,0.0562,3,729.8,1,4,0,3,3,21482,2
2,12269.0,19.0322,0.0722,3,557.0,1,5,0,4,3,15277,3
1,11999.1,19.1142,0.0342,6,544.8,1,2,0,1,1,24241,6
1,10591.5,19.2855,0.0444,2,480.9,4,6,0,1,1,16535,7
1,10358.8,19.0598,0.0781,1,525.2,1,5,0,2,3,11991,2
2,18063.4,18.6931,0.0551,3,820.1,1,6,1,1,5,21845,7
2,12909.1,18.9654,0.048,3,586.1,1,4,0,2,3,19786,5
1,12994.8,18.9475,0.0388,5,590.0,3,5,1,1,3,23247,6
2,14486.0,19.0065,0.043,3,657.7,1,5,0,4,3,28959,3
2,10040.1,19.0592,0.043,1,509.0,1,5,0,2,3,25049,1
1,14647.3,19.1408,0.0371,2,665.0,1,4,0,4,5,36309,3
1,10532.1,18.8502,0.0546,3,478.2,1,4,1,1,4,14896,7
2,11855.6,19.0022,0.0705,5,538.2,1,9,0,1,3,12047,7
2,12171.6,19.0344,0.0155,3,552.6,1,5,0,5,5,90889,3
1,9930.3,19.2312,0.0378,1,450.8,4,8,0,2,2,19692,2
2,12551.6,19.1277,0.0572,3,636.4,4,5,0,2,3,19758,1
1,12235.6,18.93,0.0217,4,555.5,1,6,1,2,4,49839,1
2,7153.1,19.0399,0.034,2,324.8,1,8,0,3,2,23151,3
1,11010.4,19.2879,0.0451,5,499.9,4,7,0,2,1,18250,2
1,4853.5,19.1283,0.0281,5,220.3,3,4,0,2,2,21720,4
1,15743.4,19.1114,0.0317,3,714.8,1,5,0,4,3,39597,3
1,9804.6,19.1138,0.0735,2,497.1,2,2,0,1,2,11874,6
2,12677.3,18.971,0.1106,2,642.7,1,5,1,1,3,7833,7
2,16775.4,18.8128,0.0374,3,761.6,1,5,1,1,2,30019,7
1,12495.6,19.1058,0.0092,3,567.3,2,5,0,1,1,90622,6
2,8200.4,19.1218,0.0933,5,415.8,3,5,0,1,1,7538,6
2,14862.7,18.7965,0.0318,3,674.8,1,5,1,2,5,39612,2
2,9937.4,18.9178,0.0409,3,503.8,2,5,0,5,3,27685,3
2,10638.1,19.0114,0.0136,4,483.0,1,9,0,3,4,73730,1
2,20497.7,18.8137,0.0886,4,930.6,1,9,1,2,5,17971,2
1,8210.7,19.1629,0.0382,5,416.3,2,2,0,1,1,18524,6
1,18484.7,18.9671,0.0216,4,839.2,1,4,1,2,5,64353,1
2,12231.5,19.1583,0.0382,5,620.1,4,5,0,4,3,30875,5
1,7446.5,19.1139,0.0195,4,338.1,1,5,0,3,4,47313,1
1,11755.5,19.2063,0.1076,2,596.0,4,4,0,2,2,9376,1
2,8410.0,19.2355,0.0301,1,381.8,4,7,0,1,1,21099,7
1,13224.9,19.2438,0.0585,2,600.4,4,5,0,4,3,20930,3
2,12233.2,19.1785,0.0359,3,620.2,4,5,0,3,2,26887,4
1,13479.2,18.9182,0.0277,3,612.0,1,2,0,3,5,44639,3
2,5295.9,19.1675,0.0397,2,268.5,4,7,0,1,2,15122,6
2,8802.5,19.1761,0.0541,5,399.6,2,8,0,1,2,12537,6
1,16889.5,18.8943,0.1205,2,856.3,2,3,1,1,2,10076,6
1,13905.2,19.1319,0.0529,3,705.0,3,5,0,5,3,22343,4
2,11232.0,19.1195,0.0756,3,569.5,3,5,0,4,3,15099,3
1,9774.3,19.0087,0.0708,3,443.8,1,5,0,2,3,11961,2
2,17002.9,18.9756,0.0551,3,771.9,1,9,0,3,4,23766,3
2,15404.5,18.9591,0.0276,4,699.4,1,8,0,4,5,54018,1
2,8509.1,19.0913,0.0232,3,386.3,1,5,0,5,4,43900,3
1,8474.1,19.3201,0.0455,1,429.6,3,8,0,1,1,15495,7
2,15749.3,19.1388,0.0889,5,798.5,4,4,0,2,3,13841,4
1,11944.2,19.0494,0.0336,2,542.3,1,3,0,2,2,27083,2
2,4395.0,19.1158,0.0369,2,222.8,4,9,0,2,2,12861,4
1,8804.0,19.3094,0.057,5,446.4,3,6,0,1,1,11139,6
2,9659.9,18.7794,0.0384,3,438.6,1,6,1,1,4,22389,7
2,12992.8,18.8884,0.02,4,589.9,1,4,0,4,4,59708,3
2,13638.8,18.9513,0.0507,3,619.2,2,5,1,1,2,17798,7
2,9189.3,19.2262,0.0788,5,465.9,4,6,0,4,1,10894,3
2,7724.9,19.147,0.014,5,391.7,2,6,0,3,3,64069,5
2,13874.4,18.9812,0.0262,3,629.9,1,5,0,2,3,40340,1
1,12105.3,19.2341,0.032,3,549.6,2,4,0,2,2,29359,1
2,13278.5,19.0713,0.0516,2,602.8,1,9,0,2,2,19111,2
1,6921.0,19.2584,0.1614,5,350.9,3,8,0,1,2,4225,6
2,9643.2,19.1885,0.0518,2,437.8,4,9,0,3,3,17631,4
1,11746.2,19.1278,0.0814,2,595.5,4,4,0,2,2,13311,5
2,10662.5,18.9722,0.0465,3,484.1,1,7,0,4,5,27772,3
1,13932.2,18.991,0.0457,5,632.5,1,3,0,4,2,24833,3
1,10861.3,18.9238,0.052,1,493.1,2,6,1,1,3,15331,6
1,13598.8,18.9087,0.0365,1,689.5,1,4,1,2,5,31264,2
1,12815.5,19.1072,0.0391,2,649.7,2,2,0,5,5,43373,5
2,7516.4,19.214,0.052,3,341.2,4,5,0,2,2,14228,2
1,11979.3,19.0999,0.0536,4,543.9,1,9,0,2,4,19209,1
2,7971.5,19.1602,0.058,5,404.2,4,5,0,1,2,12466,7
1,17196.7,18.7347,0.103,4,780.7,1,8,1,1,5,11481,7
2,12342.1,19.179,0.0509,2,560.3,4,5,0,2,3,17290,2
2,9086.9,19.1104,0.059,2,460.7,4,5,0,2,2,13997,2
2,14825.9,19.0969,0.0397,2,751.7,3,5,0,2,3,30068,1
2,19888.2,18.8171,0.0368,4,902.9,1,5,1,2,5,41670,2
2,13898.6,19.1011,0.0492,2,631.0,2,7,0,2,2,22618,4
2,11156.1,19.2191,0.0196,2,506.5,3,5,0,2,1,35300,2
1,18901.3,18.7915,0.0314,4,958.3,1,4,1,4,5,56156,1
1,10937.7,19.1958,0.0474,2,554.5,2,8,0,3,2,21590,3
2,14556.9,18.9454,0.018,4,660.9,1,9,0,4,5,71898,3
1,10291.8,18.9994,0.0347,3,467.2,1,5,0,4,2,30754,1
1,11390.6,18.9316,0.0707,4,517.1,1,8,1,2,5,15031,2
1,11208.6,19.199,0.76,5,568.3,3,6,0,2,3,1300,5
2,10530.8,18.901,0.0391,3,533.9,4,9,0,4,3,29275,4
2,12503.7,18.8828,0.0612,3,567.7,1,9,0,1,2,12271,7
2,17676.8,18.9004,0.0489,3,802.5,1,2,0,4,5,31174,3
1,10989.1,19.2353,0.0717,5,557.1,4,4,0,3,3,15165,3
2,11018.4,18.996,0.0308,3,558.6,1,5,0,2,4,34146,1
1,7604.9,19.1461,0.0353,5,345.3,2,5,0,2,3,21962,1
1,13665.7,19.2774,0.0695,5,692.9,4,7,0,1,1,12234,7
2,14544.6,18.7531,0.0597,3,660.3,1,5,1,1,4,16776,7
2,11436.2,19.0661,0.0615,2,579.8,3,4,0,4,3,18454,4
1,13281.7,19.1206,0.0684,6,673.4,4,3,0,1,2,12160,7
2,14436.0,19.0602,0.0812,1,731.9,3,8,0,3,3,15482,4
1,14721.2,19.0721,0.0347,4,668.3,1,8,0,4,5,41535,3
2,11066.5,19.2375,0.0802,1,561.1,3,5,0,2,2,11942,4
2,15449.7,18.9666,0.0306,3,701.4,1,4,0,4,5,43981,3
1,11367.0,19.1137,0.0688,2,576.3,4,2,0,2,4,15661,4
2,10467.3,18.9788,0.0828,5,530.7,4,6,1,1,2,11398,7
1,15669.1,19.0647,0.0388,2,711.4,1,2,0,3,4,32067,3
1,17853.3,18.8961,0.076,4,810.5,1,8,1,2,4,17626,2
2,17210.5,18.9716,0.0236,2,781.4,1,3,0,3,4,63200,1
2,15161.8,19.0643,0.0415,3,688.3,3,5,0,2,3,22732,5
1,14885.3,19.2134,0.0455,3,754.7,3,5,0,4,3,32334,3
2,17013.1,19.009,0.0493,4,772.4,1,7,0,2,4,25071,2
1,10996.7,19.1526,0.0814,3,557.5,3,5,0,2,3,12466,2
2,13111.9,19.1492,0.0669,2,664.8,3,5,0,3,4,18286,4
1,10801.8,19.2176,0.0466,5,490.4,2,5,0,1,2,17758,6
1,9220.0,19.1591,0.0458,3,467.5,4,4,0,3,3,21729,4
2,6556.1,19.2983,0.0338,5,332.4,4,9,0,5,2,27396,3
2,8713.8,19.0272,0.0714,3,441.8,3,6,0,1,1,10410,7
2,8822.2,19.1329,0.0228,1,400.5,2,9,0,2,3,39408,5
1,16893.2,19.1348,0.0534,2,856.5,2,1,0,2,3,26580,5
1,11724.4,19.2499,0.2086,2,532.3,2,7,0,2,2,4563,1
1,9917.8,19.1736,0.0436,3,450.3,2,5,0,2,1,17245,2
2,8652.6,18.8786,0.0341,2,392.8,2,6,1,2,4,27603,1
1,13441.7,19.1635,0.0218,1,681.5,2,9,0,5,5,68454,1
1,10346.6,19.0967,0.0459,3,524.6,3,4,0,2,3,20266,5
1,11569.5,18.9272,0.0394,4,525.3,1,3,0,4,5,30317,3
1,17170.0,19.1638,0.0691,3,779.5,2,7,0,2,3,17558,4
1,12967.0,19.3365,0.0617,5,657.4,3,6,0,1,1,15200,6
2,13970.1,18.8153,0.0231,4,634.2,1,4,1,2,5,51714,2
1,13141.3,19.2468,0.0964,2,666.3,4,4,0,2,3,11232,2
1,12271.9,19.0964,0.0099,2,557.1,1,3,0,2,3,100000,1
1,12020.5,19.1161,0.053,3,609.4,2,5,0,2,3,20516,1
2,7659.1,18.9372,0.0603,5,388.3,3,9,1,1,3,12392,6
1,4982.9,19.0938,0.0379,6,252.6,2,3,0,2,1,16944,1
1,9659.1,18.9925,0.0148,2,438.5,1,2,0,3,4,63918,3
1,12005.9,19.2555,0.0578,2,608.7,2,5,0,3,2,19010,4
1,8869.8,19.0167,0.0652,3,402.7,2,4,1,2,4,14392,2
2,11958.3,19.0358,0.0716,2,606.3,3,4,0,4,4,17619,3
1,11434.7,19.1502,0.012,5,519.1,2,9,0,2,2,75421,1
2,4541.9,19.211,0.0263,5,230.3,4,7,0,3,2,25348,3
2,12517.7,19.129,0.0723,1,634.6,2,9,0,5,5,16560,5
1,10736.6,19.199,0.0381,1,487.4,3,5,0,3,2,24039,4
2,7086.2,19.0836,0.0508,3,359.3,4,6,0,1,1,13458,7
1,9156.2,19.235,0.0477,5,464.2,4,5,0,4,2,20597,4
2,10335.7,18.8919,0.0634,2,524.0,4,9,1,1,2,11749,7
1,11742.5,19.3166,0.0211,5,533.1,3,6,0,3,2,44255,4
1,13968.0,19.0904,0.0841,1,708.2,3,4,0,3,3,14992,4
2,2844.4,19.164,0.0353,2,144.2,4,9,0,2,3,12853,4
1,11469.7,18.8434,0.0505,2,520.7,1,3,1,2,5,20766,1
2,15390.0,19.0846,0.0319,2,780.3,4,4,0,3,3,40071,5
1,13955.2,19.0954,0.0442,4,707.5,1,9,0,2,2,25551,2
2,12069.1,18.9778,0.0171,4,547.9,1,6,0,4,4,65431,3
1,10326.0,19.09,0.0445,1,468.8,3,6,0,4,4,28150,4
2,11531.0,19.1634,0.0623,3,523.5,4,5,0,1,2,13229,7
1,14795.7,18.8734,0.0888,2,750.1,4,2,1,1,5,14014,7
1,6993.7,19.1133,0.0157,3,317.5,3,5,0,3,4,50763,5
1,12088.8,19.3179,0.0547,5,612.9,4,5,0,1,2,18365,7
2,13883.8,18.9815,0.0316,3,630.3,3,5,0,2,3,34385,1
1,11206.2,18.9597,0.0427,4,508.8,1,2,0,4,4,26565,3
1,11236.5,18.9507,0.1428,6,510.1,1,2,0,1,2,5676,6
2,10678.2,18.88,0.0852,4,484.8,1,7,1,1,3,9558,6
1,10093.7,18.7842,0.0349,3,511.8,2,3,1,1,5,28471,6
2,12842.4,18.7556,0.0384,4,583.0,1,8,1,2,5,24207,2
1,7525.7,19.0944,0.0489,2,381.6,1,8,0,1,2,11462,7
2,13052.1,19.1234,0.084,3,661.7,2,5,0,2,2,13772,2
2,15471.6,18.7897,0.026,4,702.4,1,7,1,2,5,47282,2
1,8679.1,18.923,0.0687,2,394.0,1,3,0,4,5,15870,3
2,12269.4,19.1115,0.0577,5,622.1,3,7,0,4,2,20244,3
1,13386.1,19.0159,0.0383,3,607.7,1,4,0,2,3,27145,2
1,18112.0,18.853,0.0168,4,822.3,1,8,1,3,5,100000,1
1,13148.3,18.8898,0.0677,5,596.9,1,4,1,1,2,13441,6
1,10358.4,19.0572,0.0533,5,470.3,2,5,1,1,3,14833,7
1,13607.6,19.0543,0.0511,3,689.9,1,5,0,5,5,31638,3
1,11348.9,18.9805,0.0348,3,515.2,1,4,0,2,3,26217,1
2,16818.2,19.0564,0.0458,4,763.5,1,4,0,3,4,28456,2
2,11852.3,18.8025,0.0821,3,538.1,1,6,1,1,4,11112,7
2,16376.0,18.7625,0.0647,4,743.5,1,6,1,2,5,21041,2
