X,Y_0,Y_1,W,F_p,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8
1,10845.9,19.061,3,0,5,492.4,3,5,1,1,2,3,6
2,12925.1,19.0076,2,0,3,586.8,3,4,0,4,3,4,1
2,11926.2,18.758,4,0,5,541.4,2,9,1,1,2,3,6
1,5914.8,19.1486,2,0,3,268.5,1,4,0,4,3,4,3
2,11708.0,19.0244,3,0,3,593.6,4,6,0,3,2,3,3
2,7801.5,19.1816,5,0,1,354.2,3,5,0,1,1,2,7
2,13029.1,18.8195,5,0,4,591.5,1,6,1,1,3,2,7
2,12984.0,19.0617,2,0,3,589.5,3,5,0,4,4,5,3
1,20616.6,19.278,5,0,3,936.0,4,2,0,2,3,3,2
2,20311.8,19.001,2,0,4,922.2,1,8,0,3,4,7,3
1,11763.6,19.228,7,0,2,596.4,3,7,0,5,5,2,5
1,11412.8,19.4525,2,0,5,518.1,3,5,0,3,2,4,3
2,8403.4,19.0519,5,0,2,426.1,1,5,0,1,2,2,7
2,4811.5,18.8357,5,0,2,243.9,4,6,1,1,3,2,7
2,8654.5,19.0852,5,0,3,438.8,3,5,0,2,2,2,1
2,11432.7,18.8737,2,0,4,519.0,1,2,0,4,5,5,3
1,17484.9,18.941,3,0,4,793.8,1,5,1,2,5,5,2
2,23850.2,19.0318,4,0,2,1082.8,1,9,0,4,5,4,3
2,14904.0,18.7506,6,0,4,755.6,1,4,1,1,3,2,7
2,9599.7,18.9944,4,0,1,435.8,4,5,1,1,3,2,7
2,15856.1,18.879,9,0,5,803.9,3,5,1,1,3,2,7
1,10273.2,19.0109,4,0,2,466.4,2,3,0,1,2,2,6
2,13550.6,19.1216,10,1,3,687.0,3,5,0,1,1,1,7
1,20318.8,18.7065,3,0,3,922.5,1,2,1,3,5,6,2
1,17379.0,18.8742,7,0,3,789.0,1,5,1,1,4,2,7
1,17540.4,18.7403,3,0,4,796.3,2,6,1,4,5,5,1
1,10676.4,19.0308,1,0,6,484.7,1,3,0,2,4,6,1
1,7503.6,19.1846,5,0,2,380.4,2,4,0,2,2,2,4
2,12508.5,19.1876,4,0,2,634.2,4,5,0,3,2,3,4
2,12629.7,19.1351,3,0,1,573.4,3,6,0,4,3,4,3
2,14958.9,18.9997,4,0,2,679.1,1,5,0,2,3,3,5
1,16963.0,18.9261,2,0,3,860.0,1,4,0,4,5,6,3
1,8525.7,18.8231,2,0,4,387.1,1,2,1,1,4,4,7
2,14669.3,18.9889,2,0,4,666.0,1,8,0,4,5,6,3
2,5107.9,19.1872,4,0,5,231.9,4,5,0,1,1,2,6
2,11646.6,18.87,6,0,3,528.8,1,9,1,1,3,2,7
1,10694.9,19.1572,3,0,3,485.5,2,5,0,2,2,3,2
2,12809.8,18.8808,8,0,2,649.5,3,6,1,1,3,2,6
2,7262.4,19.2542,3,0,3,368.2,3,5,0,1,1,2,7
1,13173.4,19.0339,8,0,6,667.9,4,2,0,1,1,1,7
2,11085.5,19.1013,1,0,1,562.0,4,9,0,5,3,7,5
2,11160.1,19.1924,5,0,2,565.8,3,4,0,1,1,2,7
2,13031.9,18.9875,2,0,3,591.6,1,6,0,2,3,4,2
2,8800.2,19.2621,4,0,5,399.5,3,6,0,3,3,2,4
2,15033.1,19.0061,6,0,3,762.2,2,4,0,1,2,2,6
2,9035.3,19.1248,6,0,3,458.1,4,4,0,2,2,2,4
2,18049.7,19.0041,5,0,1,819.5,2,6,0,4,4,3,3
1,11262.5,18.858,8,0,3,511.3,1,4,1,1,4,1,7
1,19614.0,18.8662,6,0,3,890.5,1,4,1,1,4,3,6
2,17470.4,19.0514,2,0,3,793.2,1,4,0,3,2,5,3
2,12086.3,18.9736,6,0,1,612.8,3,4,0,4,4,2,3
2,14581.7,18.9607,3,0,4,662.0,1,9,0,4,5,5,3
2,12260.8,19.0381,2,0,2,621.6,2,9,0,4,3,6,3
2,11395.0,18.6607,2,0,4,517.3,1,9,1,1,5,5,7
1,5359.7,19.2135,16,1,5,271.7,2,5,0,1,1,1,6
1,14352.1,18.6957,11,1,3,727.7,1,2,1,1,5,1,7
2,9120.4,18.9412,3,0,3,414.1,1,9,0,5,4,4,3
1,18105.9,19.1298,3,0,2,822.0,2,2,0,5,4,5,5
1,14034.5,19.082,4,0,1,637.2,1,4,0,2,3,3,4
1,7398.0,19.2386,1,0,5,375.1,3,3,0,3,2,6,5
2,9500.0,19.1168,2,0,2,431.3,2,9,0,2,2,4,2
2,7858.0,19.0322,3,0,4,356.8,1,6,0,2,3,3,2
2,12083.7,18.9916,2,0,1,548.6,1,9,0,3,5,5,5
1,9572.4,19.0396,3,0,4,434.6,2,5,0,4,5,4,3
2,12252.2,19.0944,2,0,1,556.2,1,7,0,3,3,5,2
2,9656.2,19.0646,3,0,1,489.6,2,5,0,4,2,4,3
2,9124.6,19.0641,3,0,5,462.6,3,5,0,4,3,4,5
2,15618.1,19.0406,6,0,1,791.8,3,5,0,2,3,2,1
1,7962.6,19.1743,4,0,3,361.5,4,4,0,1,1,2,7
2,14200.6,19.0174,6,0,2,644.7,1,9,0,2,2,2,2
2,12273.7,19.231,6,0,5,557.2,4,9,0,1,1,2,6
1,12787.6,19.2288,9,0,5,648.3,3,5,0,2,3,2,4
2,20229.9,19.0725,3,0,3,918.4,2,9,0,3,2,5,3
1,8524.9,19.1032,3,0,2,387.0,2,2,0,1,2,2,7
2,9112.1,19.2336,3,0,5,462.0,3,7,0,1,1,2,7
2,15787.0,19.0395,2,0,3,716.7,1,9,0,4,5,7,3
1,15368.1,18.996,3,0,6,697.7,1,2,0,1,2,3,6
1,15006.2,19.1039,3,0,6,681.3,1,3,0,2,3,4,1
1,8603.8,19.2977,3,0,2,390.6,2,6,0,4,4,3,4
2,14322.1,19.0334,4,0,3,650.2,1,9,0,4,5,3,3
2,10883.3,19.0073,8,0,1,551.8,4,4,0,1,2,2,6
1,9985.1,19.2605,3,0,5,453.3,4,9,0,1,1,3,7
2,16588.2,18.9253,2,0,3,753.1,1,3,0,3,4,5,1
2,12755.3,19.0558,7,0,3,579.1,2,5,0,3,3,2,4
2,13292.3,18.8218,4,0,5,603.5,1,7,1,1,5,3,6
1,6896.8,18.9928,4,0,2,313.1,2,2,0,3,3,2,4
2,9502.4,18.9199,3,0,4,431.4,1,9,0,4,3,4,1
2,7999.7,18.9998,4,0,3,363.2,1,5,0,2,3,2,2
1,12749.6,19.092,7,0,1,646.4,3,4,0,3,3,2,4
2,11068.7,19.114,2,0,5,561.2,2,9,0,2,1,5,1
2,15623.7,18.8101,10,1,4,709.3,1,7,1,2,4,2,1
2,16488.5,18.8329,8,0,3,748.6,1,5,1,1,4,2,7
1,13782.4,19.1254,8,0,2,698.8,2,6,0,2,2,2,2
2,7572.1,19.1013,3,0,3,383.9,4,4,0,5,3,3,4
2,7338.4,19.1219,5,0,2,372.1,3,5,0,2,3,2,5
2,8311.0,19.2386,6,0,5,421.4,3,6,0,1,1,2,6
1,11749.8,19.1616,3,0,2,533.4,2,8,0,3,3,3,3
2,12217.8,18.9978,1,0,3,554.7,1,4,0,5,5,7,3
2,11395.8,18.9845,1,0,4,517.4,1,8,0,3,4,8,1
1,10569.5,19.1033,3,0,1,535.9,2,8,0,3,3,4,3
1,8746.0,19.0703,5,0,6,443.4,3,1,0,1,1,2,7
2,10176.0,18.8119,14,1,3,462.0,3,5,1,1,3,1,6
2,6093.5,19.1418,5,0,3,308.9,3,4,0,2,2,2,4
1,9312.8,19.0556,2,0,3,422.8,1,5,0,4,3,5,3
1,11250.4,19.2833,6,0,6,510.8,4,2,0,1,1,1,6
2,12365.6,19.0373,4,0,1,561.4,4,9,0,3,3,3,4
1,12144.8,18.84,2,0,2,615.7,2,3,1,1,2,4,6
2,11274.6,19.0876,16,1,3,511.9,3,5,0,2,3,1,5
1,15738.2,19.1376,2,0,3,714.5,1,4,0,2,3,4,2
2,23583.1,18.8021,5,0,3,1070.7,1,4,1,2,5,3,2
1,18660.1,18.8565,4,0,4,847.2,2,6,1,2,5,4,1
1,8460.2,18.9866,3,0,1,384.1,2,3,0,2,2,3,4
1,10833.2,19.4058,5,0,5,549.2,4,8,0,3,1,2,3
2,11274.5,19.1377,5,0,3,511.9,4,5,0,5,3,3,3
1,12011.7,19.0728,1,0,2,545.3,1,6,0,3,3,6,3
2,13684.8,19.1977,2,0,2,693.8,4,9,0,3,3,4,4
2,14459.0,19.0963,6,0,1,733.1,4,5,0,5,4,3,4
2,15647.5,19.1349,3,0,3,793.3,4,9,0,2,3,3,2
1,18958.3,19.0119,3,0,1,860.7,1,4,0,4,5,5,1
1,12668.1,19.0308,11,1,2,642.3,2,3,0,5,5,2,5
2,10057.3,18.8839,4,0,3,509.9,1,5,1,1,3,3,7
2,13105.9,19.2222,9,0,5,664.5,3,5,0,3,2,2,3
2,7270.1,19.1318,5,0,5,368.6,3,5,0,1,1,2,6
1,9857.6,18.7727,4,0,4,447.5,1,3,1,1,3,2,6
2,16925.3,18.874,11,1,4,768.4,1,9,1,2,5,2,2
1,8782.6,19.2066,4,0,2,445.3,4,6,0,4,4,3,4
2,17785.9,18.9852,7,0,4,807.5,1,9,0,3,5,2,4
1,15089.7,19.0799,1,0,2,685.1,1,4,0,3,3,8,3
1,9348.4,18.8473,8,0,2,474.0,1,3,1,1,3,1,7
2,17178.4,19.0485,4,0,2,779.9,1,5,0,2,3,3,1
2,8820.2,19.0504,1,0,3,400.4,4,5,0,4,4,7,3
1,13246.6,18.9401,5,0,3,601.4,2,4,1,1,3,2,6
2,10765.6,18.7705,3,0,3,488.8,1,5,1,1,5,3,7
2,12115.0,18.7687,3,0,2,550.0,1,9,1,2,5,4,1
2,16424.5,18.9791,7,0,3,745.7,1,4,0,3,3,2,4
1,10354.0,19.0404,2,0,3,470.1,1,5,0,2,3,4,5
1,11873.1,19.1423,4,0,2,539.0,1,4,0,5,3,3,4
2,12111.6,19.0927,1,0,3,549.9,4,5,0,5,3,8,1
1,12204.3,19.2609,5,0,5,618.8,3,5,0,5,3,3,3
2,15074.8,19.0663,3,0,3,684.4,1,9,0,2,2,3,1
2,8210.7,19.2144,3,0,5,372.8,4,9,0,1,2,2,7
1,17540.3,18.9357,3,0,1,796.3,1,2,0,4,4,5,3
1,5510.1,19.0811,3,0,3,250.2,3,4,0,4,3,3,3
2,17355.8,19.024,4,0,4,788.0,1,5,0,3,3,3,3
1,4227.6,19.161,1,0,5,191.9,2,6,0,2,1,3,1
2,6739.1,19.1751,7,0,5,341.7,3,6,0,1,2,1,6
1,8141.1,19.2286,5,0,5,369.6,4,7,0,1,1,1,7
2,16681.3,18.7635,4,0,4,757.3,1,5,1,2,5,3,1
2,10846.3,19.1268,4,0,3,549.9,4,4,0,3,4,3,4
2,14810.5,19.1947,5,0,5,750.9,3,5,0,2,3,3,1
2,15702.5,19.0583,1,0,3,712.9,2,6,0,2,3,8,5
2,4851.4,19.1091,2,0,3,246.0,4,5,0,3,2,4,3
2,5852.2,18.9768,1,0,4,265.7,1,8,0,3,3,4,2
1,14453.8,18.9789,2,0,3,656.2,1,4,1,2,5,6,1
2,12699.6,19.0701,3,0,5,576.6,4,9,0,2,2,3,2
1,15523.3,18.8558,9,0,3,704.8,2,5,1,1,3,2,7
2,11662.5,18.7681,5,0,5,591.3,1,6,1,1,2,2,6
1,15094.0,19.1137,5,0,3,765.3,4,5,0,4,3,3,4
2,17881.0,19.0548,6,0,3,811.8,1,5,0,2,2,2,2
2,14496.8,18.9581,4,0,4,658.2,1,6,0,5,5,4,3
1,16374.5,19.3004,5,0,2,743.4,4,4,0,2,3,2,2
2,12504.6,18.9569,3,0,5,634.0,2,8,0,5,5,5,3
2,16078.7,18.7653,7,0,4,815.2,1,8,1,2,5,2,2
1,7839.9,19.2733,4,0,5,355.9,3,6,0,1,1,2,6
2,6758.1,18.9709,3,0,2,306.8,2,3,0,4,3,3,3
2,16318.7,19.0404,3,0,4,740.9,2,8,0,5,5,6,3
2,14901.1,18.9007,9,0,3,676.5,1,7,0,2,3,2,2
2,16048.5,19.1369,6,0,2,728.6,4,6,0,4,3,2,3
1,11036.5,19.2349,4,0,6,501.1,4,4,0,1,2,2,7
1,9339.4,18.9948,2,0,4,424.0,1,9,0,2,3,5,2
1,12787.8,19.0449,4,0,1,580.6,1,8,0,1,2,2,6
2,13444.8,19.0233,3,0,3,610.4,1,6,0,4,3,4,3
2,15812.1,18.7962,3,0,4,717.9,1,5,1,4,5,5,3
2,10540.7,19.1655,4,0,3,534.4,4,5,0,1,1,2,7
1,12390.6,19.1551,7,0,2,562.5,4,8,0,2,3,2,4
1,13968.3,18.9052,2,0,4,634.2,1,8,1,2,5,4,2
2,11904.8,18.9579,3,0,4,603.6,1,7,0,2,2,4,2
2,10344.1,19.1411,5,0,2,524.4,4,7,0,2,3,2,2
1,15186.8,19.2061,4,0,3,770.0,4,5,0,3,3,3,2
1,11283.3,19.0342,2,0,5,512.3,1,4,0,2,3,4,4
1,11024.6,19.1052,4,0,1,558.9,1,1,0,1,1,2,7
2,7377.5,19.158,4,0,3,334.9,4,4,0,2,4,2,4
1,13260.5,19.052,7,0,2,672.3,2,3,0,4,4,2,3
2,8814.5,19.2859,4,0,6,446.9,4,5,0,1,1,2,6
1,13607.5,19.1716,2,0,6,689.9,2,2,0,2,5,4,5
1,10025.2,18.8175,6,0,2,508.3,2,2,1,2,4,2,4
2,9371.4,18.9074,3,0,3,425.5,3,5,1,1,3,3,7
1,11444.7,19.021,2,0,3,519.6,1,9,0,2,2,4,1
1,10249.0,19.175,6,0,2,519.6,4,9,0,4,2,2,3
2,9823.2,19.1409,2,0,3,498.0,4,5,0,3,3,4,1
1,9297.2,18.7866,6,0,4,471.4,2,4,1,1,3,2,6
1,11623.8,19.1709,3,0,3,527.7,3,5,0,3,3,4,2
1,12938.1,18.8399,2,0,3,587.4,1,4,1,2,5,5,2
2,10492.6,19.1975,5,0,5,532.0,4,9,0,4,2,3,3
2,8955.8,19.1104,3,0,3,406.6,4,5,0,3,3,3,2
2,10648.8,19.203,4,0,5,539.9,4,5,0,2,2,3,1
2,6404.0,19.0954,2,0,5,324.7,1,6,0,1,1,3,7
1,9772.3,19.1948,7,0,6,443.7,2,4,0,3,2,2,3
2,15192.0,18.8617,10,1,5,689.7,4,5,1,1,2,1,6
2,10058.2,18.7648,6,0,2,510.0,1,3,1,3,5,2,3
2,14495.5,19.1376,3,0,3,658.1,4,5,0,5,3,4,3
2,9339.1,18.8752,1,0,3,424.0,1,5,1,1,5,5,6
1,9997.2,19.3568,3,0,2,506.9,4,5,0,2,2,3,5
2,6664.0,18.9842,5,0,1,302.5,1,3,0,1,2,2,6
1,15983.2,18.8933,2,0,2,810.3,1,4,1,1,4,6,6
2,12212.5,19.1487,8,0,5,619.2,3,6,0,2,2,2,4
2,13795.8,18.7866,1,0,4,626.3,1,7,1,2,5,8,1
1,-276.2,19.2924,1,0,5,-12.5,4,6,0,1,1,2,6
2,4465.4,19.1846,5,0,5,202.7,4,9,0,2,2,2,4
1,11135.5,18.7415,5,0,4,505.6,1,8,1,1,4,2,6
1,5280.2,19.0639,1,0,1,239.7,2,4,0,3,3,6,3
1,17474.5,18.9841,1,0,4,793.3,1,4,0,3,5,7,3
2,12810.7,19.1007,5,0,1,581.6,2,4,0,5,2,3,3
2,14857.7,19.0966,4,0,3,753.3,4,5,0,3,2,3,1
2,7928.2,18.7472,3,0,3,402.0,3,5,1,1,3,2,7
2,9614.5,19.296,6,0,5,487.5,4,6,0,3,2,2,3
1,8735.4,19.238,2,0,2,396.6,4,9,0,1,1,2,6
1,15094.0,18.9185,1,0,3,685.3,1,2,0,4,5,9,3
2,15067.2,19.1359,7,0,1,684.1,3,4,0,3,2,2,4
1,16527.0,19.0404,3,0,3,750.3,1,3,0,3,5,5,5
2,9791.5,18.7822,4,0,2,444.5,1,9,1,1,3,2,7
2,8574.6,19.0906,4,0,5,434.7,4,9,0,2,3,3,5
1,3633.8,19.1813,3,0,2,184.2,3,4,0,5,2,3,4
1,6368.8,19.2348,2,0,5,289.1,3,8,0,1,1,3,6
1,12226.4,19.0016,3,0,2,619.9,1,1,0,2,4,4,4
2,13033.4,18.7873,5,0,4,591.7,1,6,1,1,3,2,7
2,9178.2,19.1605,3,0,5,465.3,3,6,0,2,3,3,2
2,10298.4,19.0988,4,0,3,522.1,4,6,0,4,3,3,3
2,15001.8,19.0815,5,0,3,681.1,2,9,0,3,2,3,4
2,11612.3,18.9997,2,0,4,527.2,1,9,0,3,4,5,3
1,11041.7,19.1884,7,0,5,501.3,1,4,0,2,2,2,1
1,11117.5,19.2395,2,0,2,563.7,2,6,0,2,3,4,1
1,15427.4,18.9228,6,0,2,700.4,1,2,1,1,4,2,6
2,8619.9,18.965,5,0,4,437.0,1,9,0,5,5,3,3
1,12650.9,18.9654,6,0,2,641.4,1,8,0,4,3,2,3
2,18718.6,18.9718,10,1,4,849.8,1,5,0,1,2,1,7
2,15097.2,18.7448,1,0,4,685.4,1,9,1,3,5,10,1
2,13591.1,18.9512,1,0,3,617.0,1,6,0,2,3,6,2
1,9195.4,19.2507,6,0,5,466.2,3,7,0,2,1,2,1
2,8591.2,19.01,6,0,1,390.0,2,4,0,3,3,2,5
2,13288.8,19.1294,6,0,3,673.7,4,4,0,3,3,3,4
2,10255.2,19.117,2,0,2,465.6,4,5,0,5,3,5,3
1,17956.1,18.8839,3,0,1,815.2,1,6,1,2,5,5,1
2,13180.9,18.8269,6,0,3,598.4,1,4,1,1,3,2,6
1,9326.4,19.0767,5,0,1,472.8,4,3,0,2,2,2,5
2,20311.4,19.0481,1,0,5,922.1,2,6,0,3,4,8,5
2,14604.6,18.9597,3,0,2,663.0,2,9,1,2,4,4,1
1,10625.3,19.2635,1,0,2,482.4,2,4,0,2,2,7,1
2,12184.5,19.0656,5,0,4,617.8,2,2,0,4,4,3,3
1,7849.8,19.2436,5,0,5,398.0,3,6,0,2,1,2,2
2,14548.0,19.2557,4,0,5,737.6,4,9,0,3,2,3,3
2,20572.5,18.8093,6,0,3,934.0,1,5,1,2,5,3,2
2,12336.1,19.0863,9,0,2,625.4,4,5,0,2,3,2,4
1,11825.6,19.1699,6,0,2,536.9,2,3,0,3,4,2,4
1,14535.3,19.052,5,0,2,659.9,3,8,1,1,3,2,7
1,16649.2,18.9446,4,0,2,755.9,1,3,0,4,5,4,3
1,10529.7,19.0004,3,0,3,478.0,2,6,0,2,3,3,5
1,13362.8,19.2567,9,0,3,606.7,4,2,0,2,2,2,5
1,6993.0,19.3858,3,0,5,354.5,4,5,0,1,1,2,6
1,10365.1,19.1181,3,0,5,525.5,2,4,0,4,3,4,3
1,13666.0,18.9396,2,0,3,620.4,1,2,0,5,5,6,3
1,3733.1,19.3697,2,0,5,189.3,3,4,0,2,1,2,1
2,13467.0,19.0198,6,0,3,682.8,4,4,0,3,2,2,4
1,15187.7,18.8264,5,0,2,770.0,2,3,1,1,3,2,7
2,11722.9,19.0247,6,0,1,532.2,1,4,0,4,4,2,5
1,12743.2,18.8969,2,0,3,578.5,1,5,1,3,5,5,3
2,10336.9,19.1969,4,0,2,469.3,4,8,0,4,3,3,3
2,12244.2,18.8917,5,0,1,620.8,3,5,1,2,4,3,5
2,14399.8,18.8751,3,0,1,653.8,1,6,1,2,4,4,2
2,16490.2,19.232,4,0,5,748.7,2,9,0,5,1,3,3
2,15232.6,19.1084,3,0,1,691.6,1,9,0,5,3,4,3
2,10096.9,18.9925,5,0,3,511.9,4,4,0,4,2,2,4
2,12227.2,18.9838,4,0,4,555.1,1,8,0,2,4,3,2
1,10937.9,19.2215,7,0,5,554.6,3,5,0,1,2,2,6
2,15107.3,18.8534,4,0,4,765.9,1,9,1,2,4,4,1
1,16566.3,19.2296,2,0,2,752.1,1,5,0,5,5,8,3
2,14242.1,18.7523,2,0,3,646.6,1,4,1,2,5,5,1
2,11884.7,18.9394,4,0,3,602.6,4,6,1,1,2,2,7
2,11074.1,18.6388,4,0,4,502.8,1,8,1,1,2,2,7
2,6260.7,19.2098,1,0,5,284.2,4,7,0,1,1,4,7
2,14157.7,18.8516,2,0,4,642.8,1,9,0,3,5,5,3
1,16316.3,19.0183,6,0,1,740.8,1,5,0,4,5,3,3
2,14263.8,18.7874,7,0,2,647.6,1,4,1,1,4,2,7
2,9534.0,19.0906,6,0,5,483.4,3,5,0,1,3,2,7
2,13747.9,19.0783,4,0,2,697.0,4,9,0,5,3,4,4
2,14567.6,19.0902,7,0,3,738.6,4,5,0,4,3,2,3
2,11966.8,18.8685,6,0,2,606.7,4,4,1,1,3,2,6
2,11569.8,19.0325,5,0,3,586.6,4,9,0,3,3,2,4
2,9734.5,19.155,4,0,1,441.9,4,5,0,2,2,2,2
2,14872.0,18.8133,2,0,4,675.2,1,9,1,2,5,4,2
1,10219.2,19.1056,5,0,6,518.1,4,1,0,1,2,2,6
1,11338.5,19.2098,2,0,6,514.8,2,4,0,4,1,5,3
2,9735.1,19.0976,1,0,2,493.6,4,4,0,5,3,6,5
1,19162.4,18.8683,1,0,4,870.0,1,2,1,2,5,10,2
1,8077.4,18.9252,1,0,1,409.5,1,5,1,1,4,7,6
2,12004.0,18.8488,4,0,3,545.0,1,5,1,1,4,2,6
2,13972.1,19.0878,2,0,1,634.3,1,8,0,2,2,4,1
2,12099.9,19.0315,3,0,3,549.3,4,5,0,5,3,3,3
2,11386.0,19.0817,14,1,3,516.9,2,9,0,2,4,1,5
1,17297.3,19.0137,4,0,3,785.3,1,4,0,1,2,3,6
1,9585.5,19.2976,5,0,5,435.2,4,5,0,3,1,2,4
2,11719.4,19.1516,6,0,3,594.2,4,5,0,1,1,2,6
1,15047.5,19.2476,2,0,5,683.2,3,6,0,3,3,4,5
1,11508.4,19.0534,6,0,4,522.5,1,4,0,3,5,2,2
2,10603.4,19.1137,2,0,3,481.4,4,5,0,4,3,5,5
1,10032.1,19.0654,2,0,3,455.5,1,7,0,2,2,4,2
1,18501.9,19.0538,5,0,2,840.0,2,2,0,1,2,2,7
2,10790.6,18.869,9,0,5,547.1,3,6,1,1,3,1,6
2,5967.0,19.0698,4,0,2,270.9,4,6,0,4,3,2,3
1,10624.9,18.7853,5,0,3,482.4,1,4,1,1,3,2,7
2,16899.7,18.9888,6,0,4,767.2,1,8,0,2,3,2,2
1,13582.8,19.1508,3,0,6,688.6,2,3,0,2,1,4,1
2,11329.7,19.108,4,0,2,514.4,2,6,0,4,3,3,3
1,9068.2,18.6901,4,0,1,411.7,1,3,1,1,3,2,6
2,9395.9,18.9242,2,0,3,426.6,1,5,1,2,4,4,5
1,17461.0,18.8338,1,0,2,792.7,1,3,1,2,5,8,1
1,20365.8,18.8352,3,0,1,924.6,2,2,1,2,5,5,1
2,15567.7,19.1411,2,0,1,706.8,1,9,0,2,2,5,1
2,18520.2,18.946,2,0,4,840.8,1,5,0,4,5,6,3
2,11935.3,19.1218,3,0,5,605.1,4,5,0,4,3,4,3
1,6650.3,19.0902,5,0,4,337.2,3,5,0,2,2,2,5
2,9718.5,19.1235,12,1,5,492.7,3,4,0,1,2,1,6
2,12817.6,18.7739,8,0,4,581.9,1,7,1,2,4,2,2
1,14757.7,18.7571,2,0,4,748.2,1,2,1,2,4,5,2
2,13208.9,18.7694,2,0,4,669.7,1,4,1,4,5,8,5
2,10016.4,19.0924,3,0,2,454.7,1,6,0,1,2,3,7
2,11833.8,19.1661,7,0,3,537.3,4,9,0,1,2,2,6
1,11492.1,19.2228,5,0,5,521.7,3,5,0,2,3,2,2
2,9421.7,18.9634,4,0,3,427.7,1,6,0,2,4,2,2
2,10126.8,18.9627,4,0,4,513.4,2,8,0,4,3,3,3
2,10869.4,18.8634,4,0,2,551.1,4,5,1,1,4,2,7
1,6836.6,19.1521,3,0,6,346.6,4,2,0,3,4,4,5
2,9276.1,19.1631,4,0,2,421.1,3,4,0,2,2,2,1
2,13098.9,18.8143,3,0,4,594.7,1,6,1,1,3,3,7
2,10279.1,18.7765,10,1,3,466.7,1,6,1,1,3,1,7
2,11410.1,19.2522,3,0,1,518.0,4,6,0,2,1,3,1
1,12750.7,18.9081,2,0,3,578.9,1,3,0,4,5,7,3
2,11614.6,18.8539,3,0,4,527.3,1,4,1,2,4,4,2
2,10711.2,19.0973,5,0,3,543.1,3,4,0,5,2,3,4
1,6969.2,19.2998,1,0,5,353.3,2,4,0,2,1,4,1
2,10836.6,19.1322,6,0,3,549.4,4,5,0,4,3,2,3
1,8082.7,19.2372,2,0,1,409.8,3,5,0,5,3,4,3
1,8157.9,19.1042,7,0,2,413.6,2,3,0,1,1,1,6
2,9119.0,19.1787,3,0,2,462.3,3,5,0,3,4,4,1
2,11126.5,19.1813,2,0,6,564.1,2,4,0,3,2,4,1
1,11545.1,18.9583,2,0,3,524.1,1,5,0,1,2,4,7
1,7272.1,19.2313,3,0,3,330.2,4,5,0,3,4,3,4
2,11158.4,19.1578,5,0,3,565.7,3,6,0,2,1,2,1
2,13679.8,18.736,9,0,4,693.6,1,4,1,2,5,2,2
2,15536.9,18.7964,11,1,3,705.4,1,7,1,1,4,1,7
1,10382.0,19.0588,4,0,2,471.3,1,7,1,1,3,2,6
1,14915.2,18.9243,5,0,1,756.2,4,6,1,1,3,2,7
1,16029.8,18.9532,2,0,3,727.8,1,4,1,1,4,4,6
2,12923.1,19.0302,3,0,1,655.2,4,9,0,5,4,5,4
1,13487.5,18.9005,4,0,4,612.3,1,9,1,2,4,3,2
2,14107.8,19.1878,2,0,3,640.5,4,4,0,3,2,4,1
1,13367.4,19.1313,3,0,2,677.7,2,2,0,2,2,3,1
1,10799.0,19.2103,16,1,3,490.3,4,9,0,1,2,1,7
2,8927.4,19.0504,7,0,1,452.6,4,7,0,2,3,2,4
2,10942.3,19.035,8,0,3,496.8,1,6,0,1,2,1,7
2,16102.9,19.0093,2,0,4,731.1,1,9,0,5,5,6,3
2,7834.5,19.1349,4,0,3,355.7,4,4,0,2,2,2,2
1,16384.2,19.0841,2,0,3,743.8,2,3,0,2,3,4,5
1,10303.5,18.7705,1,0,3,467.8,1,1,1,4,5,10,1
1,16050.3,19.1172,6,0,3,728.7,1,4,0,4,3,2,3
2,13292.3,19.199,3,0,2,603.5,4,9,0,4,5,3,4
2,16942.2,18.9248,3,0,4,769.2,1,9,0,3,5,4,1
1,7403.2,19.2599,5,0,5,375.3,3,6,0,2,2,2,5
1,10982.2,19.293,3,0,1,498.6,4,5,0,3,2,3,4
1,13450.8,19.1543,4,0,3,610.7,3,4,0,2,3,3,1
2,8984.3,19.308,4,0,5,407.9,3,6,0,3,2,2,4
1,10345.2,19.3162,5,0,5,524.5,3,4,0,1,1,2,7
2,10808.0,19.0825,5,0,3,490.7,1,9,0,3,4,2,4
2,10074.3,19.0656,2,0,1,457.4,1,9,0,2,2,3,2
2,10288.5,19.1037,5,0,1,521.6,2,4,0,4,3,2,3
2,8402.4,19.1302,7,0,2,426.0,3,5,0,2,3,2,1
2,9514.1,18.9109,2,0,3,431.9,1,8,0,3,3,4,3
2,8551.4,18.7187,2,0,4,388.2,1,9,1,2,5,4,2
2,9484.5,19.1701,4,0,2,480.9,4,6,0,2,4,2,5
2,13336.7,19.1008,6,0,3,605.5,2,4,0,4,2,2,3
1,15588.0,18.8952,2,0,4,707.7,1,1,1,3,5,8,2
1,8734.2,19.2586,2,0,3,396.5,2,8,0,3,2,4,3
2,6222.8,19.0594,4,0,3,315.5,3,4,0,2,3,2,2
2,10471.8,18.9716,10,1,3,530.9,1,5,0,1,2,1,7
2,11085.7,18.7635,3,0,2,503.3,2,9,1,1,5,3,6
1,11521.4,19.1268,2,0,3,584.1,2,5,0,2,3,4,1
2,7223.3,18.8014,2,0,4,327.9,1,8,1,2,5,4,2
1,12093.4,18.8912,3,0,2,549.0,1,6,1,1,4,3,7
