X,Y_0,Y_1,W,F_p,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8
1,13975.9,19.2827,7,0,5,708.6,3,5,0,2,2,2,2
2,10560.0,18.9698,10,1,3,479.4,1,5,0,1,1,1,7
1,11079.9,19.2435,7,0,2,561.8,4,8,0,4,3,2,3
1,10420.8,19.0336,3,0,3,528.3,2,5,0,5,5,5,3
1,14859.6,19.0345,4,0,4,753.4,1,6,0,2,4,3,2
1,18231.1,18.9957,4,0,4,827.7,1,5,0,4,5,3,3
2,19808.0,18.777,13,1,3,899.3,1,5,1,1,3,1,7
2,9636.4,19.0833,1,0,5,488.6,2,4,0,3,2,7,1
2,12894.6,19.2015,7,0,2,585.4,3,5,0,1,1,2,7
1,15059.0,19.0922,2,0,2,683.7,1,6,0,5,3,6,3
1,8822.2,19.0474,5,0,4,447.3,2,8,0,5,3,2,3
2,14660.6,19.1395,4,0,3,665.6,3,5,0,5,3,3,3
2,10933.6,19.1344,5,0,3,554.3,2,4,0,2,3,3,4
2,12535.9,19.0638,8,0,3,569.1,4,4,0,2,3,2,2
2,8424.7,18.9884,5,0,3,427.1,3,5,0,2,3,2,1
1,10057.7,19.2282,4,0,2,456.6,2,8,0,4,3,3,4
2,14295.0,19.1379,3,0,1,649.0,4,9,0,3,3,3,4
1,9587.6,18.8638,5,0,6,486.1,1,3,1,2,5,2,1
1,8534.8,18.9087,4,0,3,432.7,3,8,1,1,3,2,6
1,17915.6,18.8674,7,0,2,908.3,2,2,1,2,4,2,1
1,6376.3,19.0965,2,0,2,289.5,1,5,0,2,4,3,2
2,14999.7,18.9567,6,0,3,681.0,1,5,0,4,3,3,3
1,15279.5,19.0475,3,0,3,774.7,1,4,0,3,4,4,3
2,10346.2,19.1078,2,0,1,469.7,4,9,0,4,4,5,1
2,15506.4,19.0378,2,0,4,704.0,1,9,0,2,3,5,5
2,13135.4,19.0154,9,0,3,596.3,1,5,0,1,2,1,7
2,11615.2,19.0336,4,0,2,588.9,1,5,0,2,3,3,1
2,11223.1,19.0868,2,0,1,509.5,1,6,0,2,1,3,5
1,12648.1,19.121,3,0,2,574.2,2,3,0,2,3,4,1
2,10776.5,19.181,3,0,2,546.4,4,4,0,2,3,3,5
1,9156.2,18.8436,6,0,1,464.2,3,7,1,1,3,2,7
2,13032.8,18.9443,5,0,3,591.7,1,4,0,1,2,2,7
2,11079.4,19.0332,4,0,1,503.0,1,9,0,3,4,3,4
1,18026.9,18.8004,16,1,2,818.4,1,2,1,1,3,1,6
2,15562.1,18.8349,8,0,3,789.0,1,6,1,1,3,2,7
2,7738.8,19.1424,2,0,3,392.4,4,7,0,2,3,3,2
2,17231.5,18.8653,2,0,4,782.3,1,6,1,3,5,6,2
2,5180.4,19.1048,2,0,2,235.2,1,9,0,2,3,4,1
1,10027.0,19.2689,5,0,5,508.4,3,8,0,2,3,2,4
1,14651.7,19.0507,3,0,2,742.8,2,4,0,5,4,5,3
2,15560.0,18.9957,5,0,3,706.4,1,6,0,1,2,2,6
1,11233.8,18.9136,5,0,2,569.6,3,5,1,1,3,2,7
1,15362.8,18.9956,4,0,4,697.5,1,9,0,4,2,3,3
2,14474.0,19.2338,4,0,5,657.1,3,5,0,2,2,3,4
2,7009.4,19.1069,2,0,5,355.4,2,6,0,1,2,3,6
1,12780.2,19.0312,4,0,5,648.0,4,8,1,1,2,3,7
2,17593.8,18.8532,4,0,3,798.8,1,5,1,2,4,3,1
2,11432.0,18.8394,6,0,2,579.6,1,5,1,1,4,2,7
2,10805.9,19.1405,5,0,2,547.9,4,9,0,3,2,2,3
1,7097.2,19.3179,6,0,5,359.8,4,5,0,2,2,2,1
2,10004.1,19.2241,6,0,5,507.2,4,6,0,1,2,2,7
1,18896.9,19.3123,6,0,2,958.1,2,5,0,3,2,3,4
2,11922.7,19.1197,3,0,5,604.5,4,9,0,4,3,4,3
2,11353.1,19.112,5,0,3,575.6,4,6,0,2,3,2,4
2,11210.5,19.1063,5,0,4,509.0,3,5,0,2,2,2,2
1,11009.1,18.7814,5,0,3,499.8,1,4,1,1,4,2,7
1,13081.3,19.0388,1,0,3,593.9,1,4,0,3,4,8,1
1,12987.3,19.0596,4,0,3,589.6,1,4,0,2,4,3,2
2,6029.5,18.7506,2,0,5,273.7,2,6,1,1,3,3,7
2,10338.0,19.1512,4,0,1,524.1,3,6,0,2,4,3,5
2,17237.6,18.9146,2,0,4,782.6,1,7,0,4,5,6,1
2,6824.9,19.1328,5,0,5,346.0,3,7,0,1,2,2,6
1,10670.0,18.9935,2,0,3,484.4,1,5,0,2,3,4,1
1,9759.7,19.3013,4,0,1,494.8,4,9,0,3,3,3,3
1,9093.0,19.0897,5,0,2,461.0,2,2,0,1,2,2,7
1,10909.3,19.2194,5,0,5,553.1,4,5,0,3,2,2,4
1,15733.8,18.9617,2,0,2,714.3,1,2,0,2,3,5,1
2,6907.4,19.1806,2,0,5,313.6,2,9,0,2,2,3,1
2,14345.8,19.0305,4,0,2,651.3,1,9,0,4,4,4,3
2,12603.0,18.9031,5,0,3,639.0,1,1,0,4,4,3,3
2,8062.9,19.2865,2,0,5,366.1,4,5,0,2,1,3,2
1,15859.7,19.215,6,0,1,804.1,3,4,0,2,2,2,4
1,11645.1,18.8624,2,0,3,528.7,1,1,1,2,5,6,2
1,12177.6,19.1599,5,0,3,552.9,2,7,0,3,3,2,3
2,13099.4,19.1373,7,0,3,664.1,2,8,0,2,3,2,1
1,12042.9,19.1487,8,0,3,546.7,1,5,0,2,3,2,5
1,9715.9,18.8299,6,0,2,441.1,1,3,1,1,3,2,7
1,6277.3,19.2253,2,0,1,318.3,4,8,0,1,2,2,7
1,16069.9,19.0575,4,0,4,729.6,1,6,0,4,5,4,3
2,14094.1,18.9588,3,0,3,639.9,1,5,0,4,2,4,3
1,13113.5,19.1708,4,0,2,595.4,4,5,0,2,2,2,5
2,11571.1,18.9097,6,0,1,525.3,4,5,1,1,2,2,7
1,10057.6,19.1376,6,0,2,509.9,3,2,0,2,4,2,2
2,10701.0,19.0989,6,0,3,542.5,4,9,0,2,3,2,5
2,8503.0,18.9037,5,0,3,386.0,1,5,0,4,4,3,3
1,11493.4,19.1781,3,0,5,582.7,2,5,0,3,2,4,3
2,17276.6,18.9713,6,0,4,784.4,2,9,0,4,5,3,3
2,19114.8,19.0602,4,0,4,867.8,1,8,0,3,4,4,3
1,9963.7,19.3622,5,0,2,505.2,2,7,0,4,2,3,3
2,14959.0,19.0226,7,0,3,758.4,3,5,0,4,3,2,3
1,12523.7,18.9723,5,0,2,568.6,4,7,1,1,4,2,7
2,12242.8,19.0649,4,0,5,555.8,2,9,0,2,3,3,5
2,8710.9,19.1467,3,0,5,441.6,4,9,0,2,2,3,5
2,12249.3,18.944,2,0,4,556.1,1,6,0,3,4,5,1
2,9589.4,19.0135,8,0,3,435.4,3,4,0,3,3,2,1
2,12759.5,19.031,4,0,2,579.3,4,3,0,5,3,3,4
2,9889.0,19.1686,3,0,5,501.4,4,9,0,1,2,3,6
1,17268.4,18.7891,3,0,3,784.0,1,7,1,1,3,4,7
2,9629.7,18.9202,2,0,3,437.2,1,6,0,4,3,5,3
1,10038.3,19.2087,3,0,3,508.9,4,8,0,4,4,3,3
2,7912.6,19.1751,7,0,5,401.2,3,5,0,2,3,2,4
1,17508.7,19.0807,4,0,2,794.9,1,2,0,3,4,4,3
2,15584.4,18.7981,1,0,4,707.5,1,7,1,3,5,10,1
2,18210.2,18.8547,4,0,4,826.7,1,8,1,2,5,4,2
1,12558.2,19.2139,5,0,3,636.7,4,5,0,3,2,2,4
1,7865.9,18.8604,3,0,2,398.8,1,4,1,2,4,2,2
1,10922.2,19.1814,13,1,3,495.9,2,4,0,3,3,1,5
2,13847.8,19.0681,2,0,3,628.7,1,8,0,2,2,6,1
1,12109.3,19.1913,6,0,2,613.9,2,2,0,3,3,2,5
2,14543.8,19.0174,4,0,4,660.3,1,6,0,2,2,3,2
1,5942.5,19.2086,5,0,4,301.3,3,5,0,2,2,2,4
2,11089.8,19.0239,2,0,3,503.5,4,5,0,4,4,6,2
2,13544.2,19.0973,8,0,2,686.7,1,5,0,4,4,2,3
2,12386.4,18.9064,2,0,5,562.3,1,9,1,2,4,4,2
1,11466.6,19.1757,2,0,2,520.6,2,3,0,4,5,6,5
2,12131.0,19.0496,3,0,3,615.0,2,6,0,3,4,4,3
2,8477.0,19.1773,6,0,5,429.8,3,4,0,3,2,2,4
1,7540.5,19.0938,1,0,2,342.3,1,4,0,4,4,5,3
1,17717.8,19.068,1,0,2,804.4,1,1,0,3,5,10,3
2,7270.6,18.9383,6,0,5,368.6,3,6,1,1,3,2,7
2,9551.4,19.1179,5,0,5,433.6,3,9,0,1,1,2,6
1,11409.1,19.24,2,0,3,518.0,4,8,0,3,2,4,3
1,8872.2,19.1297,3,0,1,449.8,1,9,0,2,1,3,1
2,21405.9,19.0788,5,0,4,971.8,1,4,0,5,5,4,3
2,10665.8,18.8076,8,0,3,484.2,2,4,1,1,3,1,7
1,7437.4,19.1019,4,0,3,377.1,4,5,0,2,3,2,4
1,9773.4,19.0023,3,0,5,443.7,2,6,1,1,2,3,6
2,11326.0,19.0103,5,0,2,514.2,1,2,0,2,3,2,2
2,11222.5,19.1531,3,0,5,569.0,4,6,0,2,3,3,2
2,4806.0,19.1758,3,0,2,243.7,4,4,0,3,2,2,4
2,10612.5,18.8965,2,0,3,481.8,1,5,1,2,5,4,1
1,14107.2,18.9772,12,1,2,640.5,1,5,0,1,2,1,7
1,14291.7,19.079,5,0,2,648.8,1,7,0,3,3,3,4
2,12654.7,18.7573,4,0,3,641.6,3,5,1,1,4,3,7
2,13229.9,18.8325,7,0,3,670.8,4,9,1,1,2,2,7
2,13164.8,19.0834,4,0,3,597.7,4,9,0,2,3,3,1
1,12646.8,19.1033,8,0,2,574.2,2,2,0,1,3,1,6
2,6173.6,19.1641,4,0,5,280.3,4,5,0,1,1,2,7
2,8093.6,19.0428,4,0,3,367.4,4,4,0,3,3,3,4
2,13824.8,19.1826,4,0,1,627.6,4,9,0,4,3,3,3
2,12511.0,19.1319,6,0,5,634.3,3,6,0,1,2,2,6
1,9844.0,19.1578,2,0,5,499.1,2,8,0,2,2,3,1
1,18382.7,18.8377,4,0,3,834.6,1,4,1,3,5,4,1
2,6246.7,18.806,4,0,2,283.6,3,8,1,1,3,2,7
2,16217.3,19.0186,5,0,1,822.2,2,6,0,3,3,3,4
2,21667.2,18.811,5,0,4,983.7,1,8,1,1,5,3,7
2,13041.6,19.0091,4,0,5,592.1,1,5,0,4,3,3,3
1,15453.1,18.951,1,0,3,701.6,2,5,1,2,5,10,2
1,12344.5,18.9162,4,0,4,560.4,1,6,1,3,5,4,5
1,10139.3,19.2215,7,0,5,460.3,3,8,0,1,2,1,6
2,17435.2,18.9474,2,0,4,791.6,1,9,0,4,5,6,3
1,13169.0,18.7894,3,0,3,597.9,2,4,1,1,3,3,6
2,16274.1,19.2287,9,0,2,825.1,3,7,0,3,3,2,5
2,8725.5,18.8033,3,0,4,396.1,1,9,1,2,5,3,1
2,7094.2,19.1882,1,0,5,322.1,3,5,0,2,2,4,1
1,13420.0,19.0418,3,0,4,609.3,1,4,0,4,5,5,1
2,14894.4,18.8999,6,0,3,676.2,1,4,0,3,4,2,3
2,15301.7,18.7931,7,0,2,694.7,1,6,1,1,3,2,6
2,13351.3,19.0355,4,0,3,606.1,1,5,0,2,2,3,2
1,16578.2,18.7707,2,0,4,752.7,1,9,1,3,5,6,1
1,8690.3,19.2018,5,0,5,440.6,4,6,0,2,2,2,5
1,13428.1,18.7919,16,1,3,609.6,2,5,1,1,2,1,6
2,11576.5,19.0366,5,0,3,525.6,1,6,0,2,3,2,2
1,7471.6,19.1543,6,0,3,339.2,2,5,0,2,3,2,4
2,10356.6,19.0814,2,0,2,470.2,2,6,0,2,3,4,2
2,15082.6,18.8101,7,0,4,684.8,2,6,1,1,3,2,7
1,12216.4,19.1402,3,0,3,619.4,4,5,0,5,3,4,4
1,10390.4,19.0761,3,0,4,526.8,1,5,0,2,3,4,2
2,10459.4,19.1048,6,0,3,530.3,4,5,0,3,3,2,4
1,19702.3,18.8004,4,0,4,894.5,1,8,1,1,5,3,7
1,15132.2,19.1248,3,0,3,687.0,1,4,0,3,4,4,3
2,17671.9,19.1353,7,0,3,896.0,2,6,0,3,4,3,4
2,10940.1,19.1333,3,0,5,554.7,3,7,0,1,2,2,7
1,9967.3,19.1804,4,0,5,505.3,3,5,0,2,3,2,5
2,9975.6,19.1502,3,0,2,452.9,3,5,0,1,1,2,7
2,10792.3,19.1907,3,0,3,547.2,3,5,0,3,2,4,1
2,15376.4,18.9108,9,0,3,698.1,4,9,1,1,3,2,7
2,13764.1,18.9555,2,0,2,624.9,1,5,1,2,4,5,1
1,22575.6,19.0563,4,0,3,1024.9,1,2,0,4,4,4,3
1,11189.6,19.0935,4,0,2,567.3,2,3,0,3,4,3,4
2,11326.7,19.0335,5,0,3,574.3,2,4,0,3,2,2,3
2,14563.0,18.9768,6,0,1,738.3,4,8,0,4,3,3,1
2,8687.3,19.0899,4,0,3,440.4,4,5,0,4,3,3,3
2,17026.2,19.1736,6,0,1,863.2,4,6,0,4,3,2,4
2,8216.7,19.0978,5,0,5,416.6,3,6,0,3,3,2,5
1,15837.0,19.2353,2,0,5,719.0,2,4,0,2,2,6,1
2,15164.8,19.0706,2,0,1,768.9,3,4,0,2,2,5,1
1,10619.5,18.9749,2,0,2,482.1,4,2,1,2,5,4,5
1,12837.3,18.9821,3,0,2,582.8,1,2,0,5,4,4,3
1,16612.7,19.1081,3,0,2,754.2,2,1,0,2,3,4,1
2,20638.0,18.9646,5,0,4,937.0,1,8,0,2,3,3,5
2,10797.5,19.0207,5,0,3,547.4,3,4,0,2,3,2,2
1,11788.0,18.7705,2,0,4,535.2,1,4,1,3,5,5,1
2,11504.8,19.0147,1,0,2,522.3,1,8,0,2,2,5,1
1,11605.6,19.3155,8,0,5,588.4,3,6,0,1,2,2,6
2,19226.7,18.9019,2,0,4,872.9,1,6,1,2,5,7,2
1,16436.0,19.2232,4,0,5,746.2,4,4,0,5,3,4,3
2,13335.1,19.0475,1,0,2,605.4,1,9,0,2,4,7,5
1,12167.0,19.1955,4,0,1,616.9,4,9,0,4,3,3,4
2,13695.1,19.0846,5,0,1,694.3,3,5,0,3,3,3,1
2,10937.3,19.0777,4,0,2,496.6,4,5,0,1,1,2,7
2,11856.5,19.0393,3,0,3,538.3,3,5,0,5,3,4,3
1,9112.8,18.9974,6,0,3,413.7,1,2,0,2,2,2,2
1,7721.0,19.0524,7,0,6,350.5,2,3,0,1,1,1,6
2,13299.4,19.1138,5,0,2,674.3,4,5,0,5,4,3,4
1,13488.2,19.0755,3,0,1,683.9,1,4,0,4,5,5,1
1,9948.2,18.847,4,0,3,451.6,1,5,1,1,4,3,6
2,8447.9,19.0429,4,0,3,383.5,2,9,0,4,3,3,3
2,10536.1,18.7346,3,0,3,478.3,1,6,1,1,3,3,7
2,13359.9,19.1899,3,0,3,606.5,2,5,0,4,4,4,3
2,11284.1,18.9153,4,0,3,512.3,1,6,0,2,3,3,2
2,14712.9,18.8945,3,0,4,668.0,1,9,1,3,5,4,3
2,11955.9,19.1205,5,0,1,606.2,3,6,0,3,3,3,3
1,13663.0,19.2298,2,0,2,620.3,3,4,0,5,3,5,4
1,8752.0,19.3778,4,0,5,443.7,3,6,0,3,1,3,4
1,15320.6,19.131,6,0,1,695.6,1,4,0,2,3,2,1
2,13820.8,18.71,9,0,4,627.5,1,8,1,1,5,2,7
1,13040.0,19.0558,10,1,4,592.0,1,5,0,2,3,2,2
2,12287.7,18.9017,3,0,4,557.9,1,7,1,2,4,4,2
2,11905.1,19.1204,6,0,3,603.6,4,9,0,3,3,2,4
2,12509.0,19.0273,6,0,1,634.2,3,4,0,3,2,2,4
1,10400.1,19.0469,1,0,2,472.2,2,3,0,2,4,5,5
2,14864.4,18.8649,1,0,4,674.8,1,8,1,2,5,7,2
2,15475.6,19.0622,5,0,3,784.6,4,9,0,4,3,3,3
2,9688.7,19.1274,5,0,3,439.9,4,9,0,2,3,2,4
1,12546.7,18.7936,5,0,3,569.6,1,4,1,1,2,2,6
1,12636.1,19.2195,7,0,2,573.7,3,6,0,4,4,2,4
2,10496.1,19.1139,1,0,2,476.5,2,6,0,2,3,6,1
2,10400.7,19.0301,1,0,3,472.2,1,6,0,5,3,7,5
1,11724.5,19.1553,6,0,3,532.3,3,5,0,5,2,2,5
2,17995.1,19.1048,2,0,4,817.0,2,9,0,3,4,6,3
1,16557.8,18.9293,3,0,4,751.7,1,5,1,2,4,4,2
2,7377.2,19.1533,1,0,3,334.9,3,5,0,4,3,7,3
2,9200.5,19.0789,4,0,5,417.7,1,5,0,1,2,2,7
1,14169.2,18.8766,7,0,3,643.3,1,4,1,1,3,2,6
2,10618.7,18.7178,3,0,3,538.4,3,4,1,1,3,3,7
2,8154.9,19.179,5,0,2,370.2,4,9,0,1,2,2,6
1,9842.9,18.7831,5,0,2,446.9,1,2,1,1,3,2,7
2,14586.7,19.0321,4,0,1,662.2,4,6,0,2,2,2,2
1,8682.1,19.0217,5,0,1,440.2,2,3,0,3,4,2,5
2,15956.5,19.1979,4,0,2,724.4,4,5,0,3,3,3,3
2,10647.1,18.718,2,0,2,483.4,1,9,1,1,4,4,6
1,16080.1,18.7617,2,0,3,730.0,1,2,1,4,5,9,1
2,12837.8,18.8129,2,0,3,582.8,1,6,1,3,5,5,1
1,13097.4,19.0123,11,1,6,664.0,2,3,0,5,2,2,3
2,16709.6,19.1189,16,1,3,847.2,3,5,0,1,2,1,7
2,8129.3,19.2701,5,0,5,412.2,3,5,0,2,2,2,4
1,15054.4,19.0228,4,0,3,683.5,1,6,0,2,3,3,2
1,10947.3,19.1596,7,0,2,497.0,2,4,0,1,2,2,6
2,10430.2,19.1008,4,0,1,473.5,4,9,0,4,3,3,3
1,6352.4,18.8194,2,0,1,288.4,1,1,1,1,3,3,7
1,11560.2,19.28,5,0,2,586.1,3,5,0,5,2,3,3
2,17893.5,18.8846,3,0,3,812.4,1,4,1,2,5,4,2
2,9778.2,19.2466,5,0,5,495.8,4,7,0,1,1,2,7
1,9721.4,19.0843,6,0,1,492.9,2,1,0,3,2,2,4
2,14115.7,19.0182,3,0,1,640.9,1,9,0,2,3,4,1
1,14047.3,18.9175,3,0,1,637.7,2,1,1,3,5,4,1
2,12988.9,18.9962,4,0,1,658.5,1,9,0,2,2,3,2
2,10741.2,19.0185,4,0,3,487.7,1,4,0,2,4,3,1
2,12688.1,18.8351,1,0,1,576.0,1,9,1,4,5,9,3
2,10821.5,19.1551,2,0,5,548.7,2,5,0,4,2,6,5
1,15069.2,19.156,11,1,2,764.0,2,2,0,2,3,2,1
2,5963.7,19.1685,5,0,5,302.4,4,6,0,2,3,2,5
1,9904.8,19.2534,6,0,5,502.2,3,5,0,1,2,2,6
1,18502.0,19.0001,7,0,3,840.0,1,4,0,2,3,2,2
1,12542.2,19.1702,1,0,6,635.9,2,2,0,1,1,6,6
2,15914.3,19.0315,1,0,4,722.5,1,8,0,2,3,8,2
1,8427.4,19.1957,2,0,2,382.6,2,4,0,3,2,3,3
2,11670.1,18.9468,3,0,3,529.8,1,4,0,3,3,3,1
1,19517.5,18.967,11,1,1,886.1,3,7,1,2,5,2,1
2,11592.5,19.0281,3,0,1,587.7,4,9,0,4,2,3,3
2,11223.3,18.7633,4,0,5,509.5,4,5,1,1,3,2,7
2,16887.3,19.0206,3,0,3,766.7,1,6,0,2,3,3,2
2,9479.3,18.6488,3,0,4,430.4,1,9,1,3,5,4,3
1,10134.1,19.1485,5,0,5,460.1,3,4,0,1,1,2,7
2,11365.7,18.9728,3,0,3,576.2,4,9,0,4,3,4,5
1,14162.0,19.1123,3,0,2,643.0,1,4,0,2,3,4,2
1,13365.5,18.938,2,0,2,606.8,1,3,0,3,4,4,3
2,13647.8,19.0398,4,0,2,691.9,3,4,0,4,2,3,3
2,13514.1,18.7626,2,0,4,613.5,1,4,1,2,5,7,2
1,10475.3,19.2632,6,0,5,531.1,2,7,0,4,2,2,3
1,12840.4,19.1756,4,0,3,651.0,3,4,0,5,3,3,4
2,7993.4,18.948,5,0,3,405.3,2,5,0,3,3,3,4
1,12484.8,19.2856,4,0,6,633.0,2,4,0,3,2,3,4
2,15959.8,19.042,2,0,3,724.6,2,5,0,4,3,6,3
1,13809.3,19.1293,2,0,1,626.9,2,6,0,2,4,4,2
2,14815.9,18.8115,2,0,1,672.6,1,9,1,2,4,5,1
2,10576.5,18.7631,4,0,1,536.2,1,9,1,2,4,3,2
2,8132.9,19.2274,3,0,1,412.3,4,8,0,5,3,3,3
2,13292.8,19.0547,4,0,3,603.5,4,5,0,2,1,3,2
1,11663.2,19.2459,7,0,5,591.3,3,7,0,2,1,2,4
1,13178.9,18.9517,2,0,4,598.3,1,9,0,2,3,5,1
1,13241.6,19.1087,3,0,3,601.2,1,7,0,3,2,3,4
2,14132.7,18.9636,3,0,3,716.5,1,9,0,5,4,5,3
2,15745.0,19.0159,5,0,1,714.8,1,6,0,4,3,3,3
1,13778.1,19.0238,4,0,2,698.5,2,2,0,1,2,3,7
1,12700.0,18.8053,12,1,1,643.9,2,2,1,1,2,1,6
2,9792.5,18.9346,5,0,2,496.5,4,4,0,5,3,3,3
1,10437.9,19.0461,2,0,2,473.9,1,3,0,3,2,5,3
2,15179.9,18.8244,4,0,4,689.2,1,6,1,1,3,3,7
1,15186.6,18.9145,7,0,2,770.0,1,2,1,1,2,2,6
1,13955.2,18.9661,2,0,1,633.6,1,3,0,2,3,6,1
2,10506.0,19.2079,4,0,5,477.0,2,9,0,3,2,2,4
2,12580.5,19.022,2,0,2,571.2,1,9,0,3,4,5,4
1,18630.5,18.8893,4,0,1,845.8,1,6,1,2,4,3,5
1,9989.7,19.036,4,0,1,453.5,1,3,0,4,2,3,3
1,15498.8,19.1324,1,0,1,703.6,1,9,0,2,1,6,1
2,14819.6,19.0236,4,0,3,751.4,2,5,0,3,4,4,1
1,9679.5,19.1346,5,0,2,490.8,2,3,0,2,3,2,4
2,21935.7,18.67,12,1,4,1112.1,1,5,1,1,3,2,7
2,10660.7,19.094,6,0,3,484.0,4,5,0,1,1,2,7
2,11998.4,19.134,5,0,2,544.7,2,2,0,5,3,3,5
1,16596.2,19.1671,4,0,3,753.5,1,4,0,3,3,4,5
2,15611.3,19.0174,4,0,3,708.8,1,5,0,5,5,4,3
1,18153.6,18.8897,3,0,4,824.2,1,5,1,1,5,4,7
2,11888.0,19.1165,3,0,2,602.7,2,9,0,2,3,3,1
1,16517.4,18.9853,2,0,4,749.9,1,6,0,4,4,6,3
1,14947.9,18.8262,4,0,3,757.9,1,3,1,2,5,3,4
2,14443.9,19.0745,7,0,3,732.3,3,5,0,1,2,2,7
2,10488.3,19.181,11,1,2,531.8,3,6,0,3,3,1,3
1,10563.5,19.2621,3,0,1,479.6,4,5,0,4,4,4,4
2,18658.4,18.8415,2,0,4,847.1,1,9,1,2,4,6,1
1,12603.4,18.8572,1,0,2,572.2,1,1,1,2,4,8,1
1,14003.2,18.9692,2,0,2,710.0,1,2,1,2,4,5,5
2,11503.7,19.0752,4,0,2,583.2,3,5,0,4,3,3,4
2,14364.7,19.0352,7,0,3,728.3,3,5,0,2,3,2,4
2,9638.2,19.128,6,0,5,488.7,4,9,0,1,2,2,6
1,20721.0,19.0478,5,0,2,940.7,2,2,0,2,3,3,5
2,7435.9,19.0522,4,0,3,377.0,3,4,0,4,2,3,4
1,13915.6,19.003,1,0,4,631.8,1,5,0,2,3,7,2
2,11732.0,18.9405,3,0,4,594.8,1,5,0,2,3,3,2
2,8491.3,19.135,3,0,2,385.5,4,9,0,1,1,2,6
1,7337.6,18.8753,4,0,2,372.0,4,2,1,2,5,3,5
2,17072.7,18.8105,3,0,4,865.6,1,5,1,2,5,5,2
2,7868.5,18.7661,4,0,2,357.2,1,1,1,1,3,2,6
2,11012.8,19.0314,3,0,2,500.0,1,7,0,4,3,3,3
2,13679.0,19.0559,11,1,3,621.0,3,4,0,2,3,1,5
1,18980.2,18.7095,1,0,4,861.7,1,1,1,2,5,10,2
2,13268.3,19.0748,4,0,3,602.4,4,9,0,2,3,3,4
2,10760.1,19.1371,5,0,3,545.5,4,5,0,2,2,2,2
1,15388.8,19.0813,2,0,2,698.7,1,6,0,3,4,5,5
1,8143.3,19.2521,4,0,1,412.9,3,8,0,1,2,2,7
1,8995.6,19.2724,5,0,1,456.1,3,7,0,2,3,2,4
1,8636.0,19.1407,3,0,1,437.8,2,3,0,4,3,4,3
2,13859.1,19.179,7,0,2,702.7,4,5,0,3,3,2,4
2,9508.0,19.0737,3,0,3,431.7,3,9,0,2,3,3,2
2,14514.2,19.0364,8,0,2,735.9,1,8,0,1,1,2,7
2,13828.0,19.0225,14,1,3,701.1,3,4,0,2,4,1,1
2,8880.7,19.1275,6,0,2,403.2,4,9,0,3,4,2,4
1,4230.6,18.956,3,0,5,214.5,3,5,1,1,3,2,7
2,14017.2,19.2379,2,0,1,710.7,4,6,0,3,2,5,5
2,12987.6,19.0755,1,0,1,589.6,1,5,0,3,3,6,3
2,15181.9,19.1514,5,0,2,769.7,3,5,0,5,4,4,3
2,21713.7,18.9213,5,0,4,985.8,1,5,1,2,4,3,2
1,17341.1,19.3511,2,0,1,879.2,4,9,0,3,4,6,5
1,10913.4,18.9656,6,0,5,495.5,4,8,1,1,3,2,7
1,18055.2,19.0561,4,0,4,819.7,1,8,0,4,5,4,3
2,11082.9,19.1717,6,0,2,561.9,4,7,0,1,2,2,6
2,16020.8,19.0517,1,0,3,727.3,1,4,0,3,4,8,3
1,8920.2,19.1411,5,0,6,452.3,2,3,0,1,1,2,6
1,3644.5,19.1745,4,0,6,165.5,4,2,0,1,1,1,6
2,16216.0,18.8505,1,0,4,736.2,1,9,1,3,5,10,1
1,13357.9,18.813,3,0,2,606.4,1,1,1,1,4,3,7
2,13282.2,19.0182,6,0,4,603.0,2,9,0,3,3,2,4
1,17138.1,18.6989,7,0,4,778.1,1,1,1,2,5,3,1
2,16053.0,19.14,8,0,2,813.9,4,5,0,2,3,2,5
2,14097.9,19.0888,1,0,5,640.0,2,9,0,2,2,9,1
1,15302.3,19.079,3,0,3,694.7,1,4,0,3,3,4,3
2,8950.0,19.1395,1,0,5,406.3,4,5,0,3,2,5,2
2,13563.8,19.0033,2,0,4,615.8,1,7,0,2,3,5,2
1,14359.5,18.9813,4,0,4,651.9,1,6,0,4,5,3,3
1,6795.6,18.9416,6,0,5,344.5,4,7,1,1,3,2,7
1,12610.9,19.101,5,0,3,572.5,1,5,0,2,2,2,1
2,8570.4,18.8278,12,1,1,389.1,1,5,1,1,4,1,7
2,12429.4,18.9196,3,0,3,630.2,1,8,0,2,2,3,2
1,10320.9,18.966,4,0,2,468.6,1,2,0,5,3,3,3
1,15386.0,19.0462,3,0,2,780.1,1,3,0,3,4,4,1
2,13819.1,19.1942,6,0,5,700.6,3,5,0,4,3,3,4
2,7008.5,19.2539,2,0,5,355.3,3,5,0,3,1,3,3
1,12735.0,19.1875,11,1,5,645.7,3,6,0,3,3,2,4
2,9219.5,18.881,1,0,3,418.6,1,5,0,5,5,10,1
2,8133.8,19.0523,2,0,1,369.3,4,4,0,3,2,4,5
2,14952.4,19.0161,3,0,2,758.1,1,6,0,3,3,5,1
1,10728.8,19.0879,2,0,3,487.1,1,5,0,4,3,4,5
1,11663.1,19.0758,4,0,3,591.3,2,4,0,3,3,3,4
2,11048.5,18.8975,5,0,5,501.6,4,5,1,1,2,2,7
1,10255.0,19.0574,2,0,3,465.6,1,6,0,4,4,4,3
2,12124.0,18.828,5,0,1,550.4,3,5,1,1,3,2,7
